id,date,x_s,UTM_E,UTM_N
usa_NC_0049_0230,31-Jan-2016,23.7066421112045,422334.900143792,4045347.70415492
usa_NC_0049_0229,31-Jan-2016,15.5129329157767,422354.238139748,4045209.11457151
usa_NC_0049_0228,31-Jan-2016,22.9777024620858,422382.414212348,4045106.20599522
usa_NC_0049_0227,31-Jan-2016,18.0680839349013,422396.334899309,4045011.48637795
usa_NC_0049_0226,31-Jan-2016,22.3383624371271,422414.713493624,4044941.30557161
usa_NC_0049_0225,31-Jan-2016,24.9389904760277,422427.105375069,4044892.56377263
usa_NC_0049_0224,31-Jan-2016,25.8400981942633,422437.811966119,4044843.58262034
usa_NC_0049_0223,31-Jan-2016,19.8249132724484,422441.660170528,4044793.62742378
usa_NC_0049_0222,31-Jan-2016,20.7512856295689,422452.39181417,4044744.6498322
usa_NC_0049_0221,31-Jan-2016,23.4569393339899,422464.887841753,4044695.92282538
usa_NC_0049_0220,31-Jan-2016,24.6719272406911,422475.905683211,4044646.98588712
usa_NC_0049_0219,31-Jan-2016,18.20129879042,422479.302259052,4044596.96653993
usa_NC_0049_0218,31-Jan-2016,18.6138183551712,422489.526836954,4044547.90414556
usa_NC_0049_0217,31-Jan-2016,11.5985620093319,422492.392815799,4044497.76069993
usa_NC_0049_0216,31-Jan-2016,4.39361455236352,422495.07105464,4044447.58872322
usa_NC_0049_0215,31-Jan-2016,1.7993884649795,422502.32115343,4044398.06738368
usa_NC_0049_0214,31-Jan-2016,2.10193691362662,422512.443248158,4044348.95663689
usa_NC_0049_0213,31-Jan-2016,-3.46811786302217,422516.742922155,4044299.01375419
usa_NC_0049_0212,31-Jan-2016,-13.7579718070072,422516.363753093,4044248.39896014
usa_NC_0049_0211,31-Jan-2016,-17.8341929996017,422522.144954506,4044198.665454
usa_NC_0049_0210,31-Jan-2016,-20.5738127001603,422529.251218038,4044149.12193141
usa_NC_0049_0209,31-Jan-2016,-23.0329987754056,422536.6354542,4044099.61846916
usa_NC_0049_0208,31-Jan-2016,-22.2232027693714,422547.259900103,4044050.58241006
usa_NC_0049_0207,31-Jan-2016,-26.3229143771539,422553.017913159,4044000.8450683
usa_NC_0049_0206,31-Jan-2016,-30.8735654472733,422558.329093734,4043951.04256013
usa_NC_0049_0205,31-Jan-2016,-36.8251034242128,422562.252021222,4043901.03823136
usa_NC_0049_0204,31-Jan-2016,-38.7864077929359,422570.129699475,4043851.60624435
usa_NC_0049_0203,31-Jan-2016,-46.9453717216991,422571.865415274,4043801.28236493
usa_NC_0049_0202,31-Jan-2016,-51.1061485313464,422577.563618448,4043751.53269962
usa_NC_0049_0201,31-Jan-2016,-54.668692056548,422583.854731733,4043701.86885946
usa_NC_0049_0200,31-Jan-2016,-55.7919838831274,422592.562915151,4043652.55735065
usa_NC_0049_0199,31-Jan-2016,-60.8023902431157,422597.419449096,4043602.68379111
usa_NC_0049_0198,31-Jan-2016,-57.541615089427,422610.471231733,4043554.00853425
usa_NC_0049_0197,31-Jan-2016,-57.0891090383233,422620.740206799,4043504.92802324
usa_NC_0049_0196,31-Jan-2016,-62.6624762076354,422625.038993012,4043454.97267919
usa_NC_0049_0195,31-Jan-2016,-60.236318511281,422637.262924791,4043406.18098714
usa_NC_0049_0194,31-Jan-2016,-56.9978096630319,422650.291172309,4043357.50987699
usa_NC_0049_0193,31-Jan-2016,-59.9762008478909,422657.160512391,4043307.93348337
usa_NC_0049_0192,31-Jan-2016,-58.1577750039683,422668.781391324,4043259.05825009
usa_NC_0049_0191,31-Jan-2016,-61.3891972875716,422675.400007093,4043209.4452789
usa_NC_0049_0190,31-Jan-2016,-64.7204576607983,422681.919812652,4043159.81728638
usa_NC_0049_0189,31-Jan-2016,-68.0799451729516,422688.411746387,4043110.18472309
usa_NC_0049_0188,31-Jan-2016,-71.2571927189537,422695.084257837,4043060.57850817
usa_NC_0049_0187,31-Jan-2016,-74.2345710811826,422701.954780096,4043011.00136724
usa_NC_0049_0186,31-Jan-2016,-76.3106891204945,422709.717884368,4042961.55682169
usa_NC_0049_0185,31-Jan-2016,-78.1051654504519,422717.75987,4042912.15395409
usa_NC_0049_0184,31-Jan-2016,-80.8758439764229,422724.835155318,4042862.60695529
usa_NC_0049_0183,31-Jan-2016,-82.5630265998761,422732.983340992,4042813.22017586
usa_NC_0049_0182,31-Jan-2016,-85.8755122362757,422739.522194855,4042763.59267177
usa_NC_0049_0181,31-Jan-2016,-90.7997572671852,422744.46533079,4042713.72543135
usa_NC_0049_0180,31-Jan-2016,-88.0445710169425,422757.011776286,4042664.99889431
usa_NC_0049_0179,31-Jan-2016,-88.2543712475036,422766.622419511,4042615.83296867
usa_NC_0049_0178,31-Jan-2016,-99.9964222468391,422764.816215833,4042564.94857976
usa_NC_0049_0177,31-Jan-2016,-100.247604634017,422774.386023686,4042515.77582368
usa_NC_0049_0176,31-Jan-2016,-96.545998811076,422787.868515649,4042467.19483123
usa_NC_0049_0175,31-Jan-2016,-98.6406231626186,422795.613087571,4042417.74858507
usa_NC_0049_0174,31-Jan-2016,-105.362195119053,422798.777824249,4042367.60880559
usa_NC_0049_0173,31-Jan-2016,-107.719986509275,422806.262076985,4042318.12227138
usa_NC_0049_0172,31-Jan-2016,-117.954821999406,422805.950170835,4042267.45164471
usa_NC_0049_0171,31-Jan-2016,-112.49231686777,422821.174440107,4042219.14055985
usa_NC_0049_0170,31-Jan-2016,-111.691794928261,422831.784340651,4042170.12996273
usa_NC_0049_0169,31-Jan-2016,-120.983944080519,422832.406183314,4042119.59732713
usa_NC_0049_0168,31-Jan-2016,-120.387955396979,422842.810979141,4042070.56935439
usa_NC_0049_0167,31-Jan-2016,-116.637977906883,422856.329694802,4042022.05394055
usa_NC_0049_0166,31-Jan-2016,-121.939302204254,422860.891426487,4041972.17103775
usa_NC_0049_0165,31-Jan-2016,-121.685121474592,422870.950773279,4041923.12746969
usa_NC_0049_0164,31-Jan-2016,-124.87082630282,422877.60608063,4041873.5641904
usa_NC_0049_0163,31-Jan-2016,-126.397469049868,422885.903159302,4041824.25157925
usa_NC_0049_0162,31-Jan-2016,-125.778945094874,422896.32997308,4041775.2284249
usa_NC_0049_0161,31-Jan-2016,-132.542970525688,422899.48610712,4041724.91504308
usa_NC_0049_0160,31-Jan-2016,-132.102877805706,422909.770098442,4041675.69603606
usa_NC_0049_0159,31-Jan-2016,-139.46613786953,422912.335488393,4041625.2808793
usa_NC_0049_0158,31-Jan-2016,-138.338973786904,422923.298323499,4041576.17102133
usa_NC_0049_0157,31-Jan-2016,-134.832140567161,422936.612617452,4041527.43776992
usa_NC_0049_0156,31-Jan-2016,-139.941562199646,422941.407855703,4041477.36565147
usa_NC_0049_0155,31-Jan-2016,-146.104404688889,422945.163003639,4041427.12260219
usa_NC_0049_0154,31-Jan-2016,-143.069379730973,422958.008151335,4041378.32935093
usa_NC_0049_0153,31-Jan-2016,-150.580115987983,422960.432775605,4041327.86602177
usa_NC_0049_0152,31-Jan-2016,-153.26461485395,422967.626455527,4041278.1663335
usa_NC_0049_0151,31-Jan-2016,-149.486783185765,422981.202390858,4041229.50671951
usa_NC_0049_0150,31-Jan-2016,-150.997515384029,422989.55418544,4041180.00148594
usa_NC_0049_0149,31-Jan-2016,-153.436280743965,422996.989522115,4041130.34651083
usa_NC_0049_0148,31-Jan-2016,-152.433795228095,423007.821603321,4041081.25472106
usa_NC_0049_0147,31-Jan-2016,-149.145536369659,423020.908281004,4041032.54509417
usa_NC_0049_0146,31-Jan-2016,-146.828284485248,423033.034881124,4040983.68470618
usa_NC_0049_0145,31-Jan-2016,-149.466946203017,423040.27074405,4040934.0078395
usa_NC_0049_0144,31-Jan-2016,-149.029630752053,423050.540686237,4040884.84496635
usa_NC_0049_0143,31-Jan-2016,-156.20911182943,423053.298272422,4040834.40586865
usa_NC_0049_0142,31-Jan-2016,-160.065715640404,423059.333900133,4040784.51989347
usa_NC_0049_0141,31-Jan-2016,-160.942168761509,423068.307931503,4040735.13767619
usa_NC_0049_0140,31-Jan-2016,-164.83625595618,423074.30719938,4040685.24236993
usa_NC_0049_0139,31-Jan-2016,-167.599052063876,423081.421871569,4040635.53849093
usa_NC_0049_0138,31-Jan-2016,-166.623205182935,423092.220276402,4040586.47928515
usa_NC_0049_0137,31-Jan-2016,-167.211016579948,423101.477184019,4040537.15447714
usa_NC_0049_0136,31-Jan-2016,-167.160574328954,423111.362641101,4040487.9413779
usa_NC_0049_0135,31-Jan-2016,-166.521639088784,423121.827582961,4040438.83158146
usa_NC_0049_0134,31-Jan-2016,-167.698153112464,423130.504878223,4040389.40303925
usa_NC_0049_0133,31-Jan-2016,-168.595316550999,423139.457573248,4040340.02190588
usa_NC_0049_0132,31-Jan-2016,-174.188411907245,423143.788844915,4040289.80331345
usa_NC_0049_0131,31-Jan-2016,-174.55296238737,423153.267108553,4040240.51012649
usa_NC_0049_0130,31-Jan-2016,-174.817956619095,423162.843438212,4040191.23424676
usa_NC_0049_0129,31-Jan-2016,-173.79339088834,423173.68835339,4040142.19091314
usa_NC_0049_0128,31-Jan-2016,-176.378287284554,423180.983039871,4040092.49405243
usa_NC_0049_0127,31-Jan-2016,-179.097104590296,423188.14695016,4040042.76820496
usa_NC_0049_0126,31-Jan-2016,-181.82126086554,423195.306577031,4039993.0365469
usa_NC_0049_0125,31-Jan-2016,-186.253389474633,423209.325818618,4039900.26050374
usa_NC_0049_0124,31-Jan-2016,-190.486762150833,423225.503672453,4039797.696271
usa_NC_0049_0123,31-Jan-2016,-198.356345359887,423237.006868412,4039699.96906963
usa_NC_0049_0122,31-Jan-2016,-208.555045222216,423245.204893216,4039606.89597941
usa_NC_0049_0121,31-Jan-2016,-221.868191819461,423264.597677716,4039441.90614591
usa_NC_0049_0120,31-Jan-2016,-228.917683789326,423288.186143846,4039287.88491461
usa_NC_0049_0119,31-Jan-2016,-234.428249362443,423317.508642502,4039113.02205761
usa_NC_0049_0118,31-Jan-2016,-242.073683411675,423354.026553683,4038891.25577511
usa_NC_0049_0117,31-Jan-2016,-250.255103503798,423386.512180012,4038686.9332509
usa_NC_0049_0116,31-Jan-2016,-251.954753044855,423440.135223734,4038409.90966452
usa_NC_0049_0115,31-Jan-2016,-249.885187906193,423553.59985169,4037852.65189161
usa_NC_0049_0114,31-Jan-2016,-244.217115812895,423657.383781381,4037362.20424132
usa_NC_0049_0113,31-Jan-2016,-218.074555844793,423771.036935401,4036926.8549295
usa_NC_0049_0112,31-Jan-2016,-195.025653467742,423856.696355544,4036615.80883507
usa_NC_0049_0111,31-Jan-2016,-181.345305721833,423916.622974114,4036385.72867326
usa_NC_0049_0110,31-Jan-2016,-175.914323476524,423951.451958224,4036239.14739772
usa_NC_0049_0109,31-Jan-2016,-173.780368933946,423973.278721081,4036140.80834741
usa_NC_0049_0108,31-Jan-2016,-169.825522803648,423995.035235108,4036052.11341978
usa_NC_0049_0107,31-Jan-2016,-165.728006301393,424008.819423236,4036004.04308126
usa_NC_0049_0106,31-Jan-2016,-165.220920735827,424019.127729009,4035955.04428079
usa_NC_0049_0105,31-Jan-2016,-164.02366205033,424030.104186778,4035906.22396428
usa_NC_0049_0104,31-Jan-2016,-163.298105829164,424040.623988001,4035857.28168467
usa_NC_0049_0103,31-Jan-2016,-164.027988043569,424049.734776097,4035807.96308216
usa_NC_0049_0102,31-Jan-2016,-169.329489192228,424054.419795436,4035757.46229934
usa_NC_0049_0101,31-Jan-2016,-167.187791587559,424066.310554468,4035708.88624067
usa_NC_0049_0100,31-Jan-2016,-163.124434834777,424080.061673817,4035660.80706293
usa_NC_0049_0099,31-Jan-2016,-161.554821116755,424091.398742151,4035612.08235895
usa_NC_0049_0098,31-Jan-2016,-159.174900185213,424103.520263663,4035563.56720569
usa_NC_0049_0097,31-Jan-2016,-157.613492348091,424114.849383471,4035514.84040196
usa_NC_0049_0096,31-Jan-2016,-155.030822730911,424127.167193903,4035466.37763465
usa_NC_0049_0095,31-Jan-2016,-156.708429105789,424135.3606355,4035416.81324821
usa_NC_0049_0094,31-Jan-2016,-152.682292480228,424149.075869559,4035368.7237081
usa_NC_0049_0093,31-Jan-2016,-151.432521498271,424160.103294331,4035319.91632011
usa_NC_0049_0092,31-Jan-2016,-148.18920223698,424173.060676451,4035271.6243959
usa_NC_0049_0091,31-Jan-2016,-144.669080917863,424186.286026839,4035223.40406461
usa_NC_0049_0090,31-Jan-2016,-141.364875739895,424199.302347998,4035175.12790704
usa_NC_0049_0089,31-Jan-2016,-144.648337943754,424205.941153423,4035125.14832351
usa_NC_0049_0088,31-Jan-2016,-148.456009234872,424212.072479206,4035075.03315714
usa_NC_0049_0087,31-Jan-2016,-146.666092545866,424223.622819435,4035026.36543489
usa_NC_0049_0086,31-Jan-2016,-148.651765364996,424231.518017384,4034976.72141307
usa_NC_0049_0085,31-Jan-2016,-148.080949290855,424241.88815109,4034927.73843895
usa_NC_0049_0084,31-Jan-2016,-145.627769943615,424254.080590957,4034879.24224402
usa_NC_0049_0083,31-Jan-2016,-143.951944054156,424265.520484714,4034830.54499666
usa_NC_0049_0082,31-Jan-2016,-142.561813384621,424276.683790616,4034781.77390748
usa_NC_0049_0081,31-Jan-2016,-143.765481070129,424285.336051134,4034732.33207498
usa_NC_0049_0080,31-Jan-2016,-140.356472090174,424298.453830097,4034684.08303076
usa_NC_0049_0079,31-Jan-2016,-140.5260414733,424308.107190716,4034634.90864174
usa_NC_0049_0078,31-Jan-2016,-140.620493880197,424317.833263828,4034585.75371733
usa_NC_0049_0077,31-Jan-2016,-137.618606577167,424330.556912179,4034537.39938252
usa_NC_0049_0076,31-Jan-2016,-134.588215530085,424343.308176843,4034489.05230877
usa_NC_0049_0075,31-Jan-2016,-131.584501617165,424356.033587765,4034440.69847515
usa_NC_0049_0074,31-Jan-2016,-130.163200961092,424367.227061583,4034391.93548451
usa_NC_0049_0073,31-Jan-2016,-122.886773302213,424384.088880938,4034344.68649306
usa_NC_0049_0072,31-Jan-2016,-121.789722575087,424394.968459848,4034295.83960246
usa_NC_0049_0071,31-Jan-2016,-121.131798433725,424405.42292129,4034246.87916017
usa_NC_0049_0070,31-Jan-2016,-117.937781472775,424418.33256866,4034198.57451366
usa_NC_0049_0069,31-Jan-2016,-117.539818954809,424428.535365068,4034149.54683291
usa_NC_0049_0068,31-Jan-2016,-113.992871854457,424441.734979819,4034101.59219259
usa_NC_0049_0067,31-Jan-2016,-113.752568693026,424451.65234338,4034053.18834018
usa_NC_0049_0066,31-Jan-2016,-109.64295802301,424465.316614561,4034005.77983114
usa_NC_0049_0065,31-Jan-2016,-112.369347077244,424472.356448459,4033956.63626733
usa_NC_0049_0064,31-Jan-2016,-110.754634390312,424483.601098629,4033908.60421232
usa_NC_0049_0063,31-Jan-2016,-113.015306421994,424491.086615167,4033859.6069836
usa_NC_0049_0062,31-Jan-2016,-112.895381177188,424500.878169957,4033811.21839966
usa_NC_0049_0061,31-Jan-2016,-115.925831348903,424507.61076939,4033762.06063429
usa_NC_0049_0060,31-Jan-2016,-122.556417307713,424510.84503227,4033712.03724932
usa_NC_0049_0059,31-Jan-2016,-127.692199924815,424515.524722841,4033662.40884641
usa_NC_0049_0058,31-Jan-2016,-128.924542539524,424523.990661901,4033613.75309911
usa_NC_0049_0057,31-Jan-2016,-127.405032461227,424535.127589551,4033565.77427959
usa_NC_0049_0056,31-Jan-2016,-125.867774447508,424546.280752791,4033517.80478429
usa_NC_0049_0055,31-Jan-2016,-123.972648057414,424557.780845056,4033469.92543917
usa_NC_0049_0054,31-Jan-2016,-122.082051442929,424569.275752729,4033422.04892286
usa_NC_0049_0053,31-Jan-2016,-120.183703192204,424580.777412886,4033374.17817357
usa_NC_0049_0052,31-Jan-2016,-118.600330428724,424591.971782694,4033326.237803
usa_NC_0049_0051,31-Jan-2016,-117.538733590121,424602.657262781,4033278.18132332
usa_NC_0049_0050,31-Jan-2016,-117.915613742857,424611.940751487,4033229.7999408
usa_NC_0049_0049,31-Jan-2016,-118.467198278034,424621.05189147,4033181.38948536
usa_NC_0049_0048,31-Jan-2016,-118.861341869887,424630.314162977,4033133.02618098
usa_NC_0049_0047,31-Jan-2016,-119.120773923039,424639.705536647,4033084.70427564
usa_NC_0049_0046,31-Jan-2016,-118.579382814584,424649.875594968,4033036.57238885
usa_NC_0049_0045,31-Jan-2016,-117.93778390864,424660.14176897,4032988.47089456
usa_NC_0049_0044,31-Jan-2016,-117.309217430769,424670.393679382,4032940.37427211
usa_NC_0049_0043,31-Jan-2016,-117.038827826114,424680.294676978,4032892.2058615
usa_NC_0049_0042,31-Jan-2016,-118.4518481902,424688.552516569,4032843.66946744
usa_NC_0049_0041,31-Jan-2016,-119.684603410175,424696.985971881,4032795.17417529
usa_NC_0049_0040,31-Jan-2016,-117.376830024877,424708.877532656,4032747.44164032
usa_NC_0049_0039,31-Jan-2016,-116.264809001702,424719.602577107,4032699.44449595
usa_NC_0049_0038,31-Jan-2016,-116.921315661783,424728.600161485,4032651.06686523
usa_NC_0049_0037,13-Feb-2012,-102.256406615457,424752.577941327,4032605.91264705
usa_NC_0049_0036,31-Jan-2016,-118.257858961717,424746.572457493,4032554.30598684
usa_NC_0049_0035,31-Jan-2016,-118.84396722476,424755.639049768,4032505.94227955
usa_NC_0049_0034,31-Jan-2016,-118.779428225499,424765.342491799,4032457.7119917
usa_NC_0049_0033,31-Jan-2016,-117.928455304406,424775.816304432,4032409.63989626
usa_NC_0049_0032,31-Jan-2016,-117.108012632342,424786.261191234,4032361.55675122
usa_NC_0049_0031,31-Jan-2016,-116.461972346424,424796.536196705,4032313.4337267
usa_NC_0049_0030,31-Jan-2016,-117.807385769561,424804.860677271,4032264.90885536
usa_NC_0049_0029,31-Jan-2016,-115.027672777246,424817.228135506,4032217.20320499
usa_NC_0049_0028,31-Jan-2016,-111.35907584804,424830.469285662,4032169.66152257
usa_NC_0049_0027,31-Jan-2016,-107.730723261668,424843.673660768,4032122.09849696
usa_NC_0049_0026,31-Jan-2016,-106.819700477318,424854.214745512,4032073.99619971
usa_NC_0049_0025,31-Jan-2016,-109.194885728349,424861.531754177,4032025.25785109
usa_NC_0049_0024,31-Jan-2016,-108.258864367021,424872.098386005,4031977.15528213
usa_NC_0049_0023,31-Jan-2016,-106.626180782151,424883.350181328,4031929.17918115
usa_NC_0049_0022,31-Jan-2016,-106.768801139065,424892.341951975,4031883.45316478
usa_NC_0049_0021,31-Jan-2016,-107.621861566055,424900.536790846,4031838.0896981
usa_NC_0049_0020,31-Jan-2016,-111.022167366673,424907.978858202,4031783.49400278
usa_NC_0049_0019,31-Jan-2016,-110.982591144676,424917.667199867,4031735.21189005
usa_NC_0049_0018,31-Jan-2016,-107.987019360505,424930.321386939,4031687.17293541
usa_NC_0049_0017,31-Jan-2016,-106.315832640888,424941.763438855,4031638.44121269
usa_NC_0049_0016,31-Jan-2016,-104.408065391721,424953.438149528,4031589.75252201
usa_NC_0049_0015,31-Jan-2016,-102.536574653678,424965.077184615,4031541.05723507
usa_NC_0049_0014,31-Jan-2016,-100.516120695629,424976.862715463,4031492.38903384
usa_NC_0049_0013,31-Jan-2016,-97.5201196891203,424989.607624678,4031443.89826214
usa_NC_0049_0012,31-Jan-2016,-94.2436753427755,425002.628318868,4031395.45854821
usa_NC_0049_0011,31-Jan-2016,-92.3885997374532,425014.251211603,4031346.76027214
usa_NC_0049_0010,31-Jan-2016,-90.8671309384763,425025.546028954,4031298.0013095
usa_NC_0049_0009,31-Jan-2016,-88.2105168483431,425037.957175681,4031249.44881394
usa_NC_0049_0008,31-Jan-2016,-84.4826408753124,425051.421823987,4031201.09118249
usa_NC_0049_0007,31-Jan-2016,-80.1739836211796,425065.440718865,4031152.92380004
usa_NC_0049_0006,31-Jan-2016,-78.5336657297976,425076.86931495,4031104.10188219
usa_NC_0049_0005,31-Jan-2016,-79.0852949081395,425086.125401525,4031054.965832
usa_NC_0049_0004,31-Jan-2016,-78.4452643914551,425096.553390998,4031006.04654865
usa_NC_0049_0003,31-Jan-2016,-74.5560547837722,425110.176704695,4030957.71823158
usa_NC_0049_0002,31-Jan-2016,-71.5644574503781,425122.914249115,4030909.24184276
usa_NC_0049_0001,31-Jan-2016,-69.2151852174466,425135.008260849,4030860.70794895
usa_NC_0048_0148,31-Jan-2016,-66.9344927495526,425147.0350341,4030812.16055794
usa_NC_0048_0147,31-Jan-2016,-62.467629275724,425161.212187514,4030764.00856576
usa_NC_0048_0146,31-Jan-2016,-59.317522917614,425174.094580188,4030715.61622258
usa_NC_0048_0145,31-Jan-2016,-59.7329166744789,425183.470202023,4030666.57722465
usa_NC_0048_0144,31-Jan-2016,-60.1319964150916,425192.861897132,4030617.54104551
usa_NC_0048_0143,31-Jan-2016,-59.7384245598419,425203.033319166,4030568.64796695
usa_NC_0048_0142,31-Jan-2016,-55.8138376910479,425216.678299995,4030520.39176053
usa_NC_0048_0141,31-Jan-2016,-52.0403761809812,425230.174930002,4030472.10671775
usa_NC_0048_0140,31-Jan-2016,-55.3112358461194,425236.741847894,4030422.55120094
usa_NC_0048_0139,31-Jan-2016,-58.1081693842166,425243.774841428,4030373.08185862
usa_NC_0048_0138,31-Jan-2016,-58.8826324292668,425252.797482321,4030323.97686793
usa_NC_0048_0137,31-Jan-2016,-59.551344074885,425261.924171447,4030274.890863
usa_NC_0048_0136,31-Jan-2016,-58.7770831391731,425272.470620026,4030226.06378524
usa_NC_0048_0135,31-Jan-2016,-58.0163208640229,425283.003889875,4030177.23377093
usa_NC_0048_0134,31-Jan-2016,-57.2516000196924,425293.54115631,4030128.40395801
usa_NC_0048_0133,31-Jan-2016,-57.2068082759392,425303.370102394,4030079.44482464
usa_NC_0048_0132,31-Jan-2016,-57.5225431085341,425312.722055523,4030031.03286398
usa_NC_0048_0131,31-Jan-2016,-57.839774633313,425322.317101236,4029981.39673911
usa_NC_0048_0130,31-Jan-2016,-58.0934162613626,425331.852487791,4029932.3836898
usa_NC_0048_0129,31-Jan-2016,-59.9061841161451,425339.853484048,4029883.09260106
usa_NC_0048_0128,31-Jan-2016,-54.8713836780821,425354.593709828,4029835.02114178
usa_NC_0048_0127,31-Jan-2016,-51.3091910000908,425367.884954712,4029786.68575292
usa_NC_0048_0126,31-Jan-2016,-51.5222237708981,425377.46069869,4029737.6779795
usa_NC_0048_0125,31-Jan-2016,-54.6289526617461,425384.188230894,4029688.15629861
usa_NC_0048_0124,31-Jan-2016,-54.0760710966065,425394.517876436,4029639.28441707
usa_NC_0048_0123,31-Jan-2016,-51.597571685008,425406.743141868,4029590.75316684
usa_NC_0048_0122,31-Jan-2016,-51.1979666298789,425416.922205687,4029541.85263522
usa_NC_0048_0121,31-Jan-2016,-48.6754493894537,425429.1912385,4029493.32699321
usa_NC_0048_0120,31-Jan-2016,-50.5148908910651,425437.166321128,4029444.02946211
usa_NC_0048_0119,31-Jan-2016,-48.1642849335831,425449.266462326,4029395.47170057
usa_NC_0048_0118,31-Jan-2016,-54.6164987380726,425452.700166221,4029345.36052634
usa_NC_0048_0117,31-Jan-2016,-55.5913890309862,425461.526304797,4029296.21606464
usa_NC_0048_0116,31-Jan-2016,-57.9920902735016,425468.948598978,4029246.82061197
usa_NC_0048_0115,31-Jan-2016,-58.5291897638594,425478.205780511,4029197.75323169
usa_NC_0048_0114,31-Jan-2016,-58.355950392438,425488.162458528,4029148.81038784
usa_NC_0048_0113,31-Jan-2016,-58.1185389214716,425498.135138912,4029100.11495219
usa_NC_0048_0112,31-Jan-2016,-57.891699514325,425508.192057085,4029050.94400664
usa_NC_0048_0111,31-Jan-2016,-58.117758831444,425517.759010858,4029001.91374422
usa_NC_0048_0110,31-Jan-2016,-58.4934142343272,425527.188422515,4028952.808359
usa_NC_0048_0109,31-Jan-2016,-58.9548949789209,425536.533316637,4028903.68793791
usa_NC_0048_0108,31-Jan-2016,-59.4112451505093,425545.883265781,4028854.56840251
usa_NC_0048_0107,31-Jan-2016,-59.9465099445965,425555.250829877,4028804.95798965
usa_NC_0048_0106,31-Jan-2016,-60.3439841160366,425564.563430795,4028756.32582111
usa_NC_0048_0105,31-Jan-2016,-60.824210742519,425573.889871806,4028707.20208027
usa_NC_0048_0104,31-Jan-2016,-61.2898491498886,425583.230681191,4028658.08088291
usa_NC_0048_0103,31-Jan-2016,-62.3496503165939,425591.986370551,4028608.85564903
usa_NC_0048_0102,31-Jan-2016,-63.7403622452448,425600.41618841,4028559.57245827
usa_NC_0048_0101,31-Jan-2016,-64.213564285003,425609.749549977,4028510.44993302
usa_NC_0048_0100,31-Jan-2016,-63.4894829789641,425620.264615036,4028461.52382799
usa_NC_0048_0099,31-Jan-2016,-62.8107445050605,425630.745429116,4028412.53772921
usa_NC_0048_0098,31-Jan-2016,-62.1040647543741,425641.253633074,4028363.55715418
usa_NC_0048_0097,31-Jan-2016,-61.4135255059173,425651.745821224,4028314.5743583
usa_NC_0048_0096,31-Jan-2016,-60.5726489388344,425662.304402189,4028266.02652564
usa_NC_0048_0095,31-Jan-2016,-59.8192562515783,425672.939731431,4028216.64815871
usa_NC_0048_0094,31-Jan-2016,-59.0084423853759,425683.549961937,4028167.68843322
usa_NC_0048_0093,31-Jan-2016,-58.5560221774535,425693.807202203,4028118.66620945
usa_NC_0048_0092,31-Jan-2016,-59.6038431856077,425702.587345012,4028069.37973983
usa_NC_0048_0091,31-Jan-2016,-60.5752968636634,425711.442658928,4028020.10681192
usa_NC_0048_0090,31-Jan-2016,-61.2560296685906,425720.584158017,4027970.88534472
usa_NC_0048_0089,31-Jan-2016,-62.6951775939237,425728.979038352,4027921.52981056
usa_NC_0048_0088,31-Jan-2016,-64.4125286515018,425737.100082686,4027872.12489771
usa_NC_0048_0087,31-Jan-2016,-66.3538256283368,425745.000726532,4027822.68008619
usa_NC_0048_0086,31-Jan-2016,-66.0885340654067,425755.073373484,4027773.62666117
usa_NC_0048_0085,31-Jan-2016,-67.35838090779,425763.634957231,4027724.30087648
usa_NC_0048_0084,31-Jan-2016,-67.8160294604077,425772.99597237,4027675.11933666
usa_NC_0048_0083,31-Jan-2016,-68.6040934593639,425782.031772433,4027625.8790827
usa_NC_0048_0082,31-Jan-2016,-69.6230866114747,425790.840302527,4027576.59766993
usa_NC_0048_0081,31-Jan-2016,-70.696714549505,425799.595085403,4027527.30641017
usa_NC_0048_0080,31-Jan-2016,-70.9510833675308,425809.156127349,4027478.16126062
usa_NC_0048_0079,31-Jan-2016,-70.3333605171351,425819.575334676,4027429.17208351
usa_NC_0048_0078,31-Jan-2016,-70.1592037686983,425829.557965653,4027380.10404301
usa_NC_0048_0077,31-Jan-2016,-70.5557325364243,425838.97897865,4027330.9341646
usa_NC_0048_0076,31-Jan-2016,-70.6722877530524,425848.675460348,4027281.81452923
usa_NC_0048_0075,31-Jan-2016,-68.1414746096948,425860.976735986,4027233.16986863
usa_NC_0048_0074,31-Jan-2016,-69.2326555272321,425869.714106003,4027183.87617104
usa_NC_0048_0073,31-Jan-2016,-68.3043813486788,425880.438378352,4027134.94517374
usa_NC_0048_0072,31-Jan-2016,-69.5966727408882,425888.977872422,4027085.61539259
usa_NC_0048_0071,31-Jan-2016,-69.3804868773991,425899.001444186,4027036.55695662
usa_NC_0048_0070,31-Jan-2016,-69.6901857423409,425908.507602807,4026987.40409745
usa_NC_0048_0069,31-Jan-2016,-70.175566595542,425917.840909286,4026938.21969564
usa_NC_0048_0068,31-Jan-2016,-69.8885716024506,425927.933987454,4026889.17478448
usa_NC_0048_0067,31-Jan-2016,-70.8190125803244,425936.829443204,4026839.91027229
usa_NC_0048_0066,31-Jan-2016,-69.1156252129776,425948.315636491,4026791.1219795
usa_NC_0048_0065,31-Jan-2016,-69.0047445557366,425958.235278709,4026742.04624088
usa_NC_0048_0064,31-Jan-2016,-69.7126302832635,425967.349549815,4026692.82246295
