id,date,days_from_target,x_s,UTM_E,UTM_N
usa_NC_0047_0012,30-Dec-2023 15:41:22,1.34627314814815,591.168481668225,429095.058891513,4014413.27614679
usa_NC_0047_0011,30-Dec-2023 15:41:22,1.34627314814815,596.898552946805,429110.417470712,4014365.65839742
usa_NC_0047_0010,30-Dec-2023 15:41:22,1.34627314814815,602.185624662699,429125.35032289,4014317.91038179
usa_NC_0047_0009,30-Dec-2023 15:41:22,1.34627314814815,605.607006364728,429138.490416825,4014269.61280693
usa_NC_0047_0008,30-Dec-2023 15:41:22,1.34627314814815,609.247359051991,429151.841023795,4014221.37922263
usa_NC_0047_0007,30-Dec-2023 15:41:22,1.34627314814815,614.222290754439,429166.474044719,4014173.5387279
usa_NC_0047_0006,30-Dec-2023 15:41:22,1.34627314814815,618.04587830603,429180.000855668,4014125.35845705
usa_NC_0047_0005,30-Dec-2023 15:41:22,1.34627314814815,622.503774090293,429194.137180185,4014077.36502304
usa_NC_0047_0004,30-Dec-2023 15:41:22,1.34627314814815,626.470131081765,429207.801303229,4014029.22618764
usa_NC_0047_0003,30-Dec-2023 15:41:22,1.34627314814815,631.580527183394,429222.564599751,4013981.42506173
usa_NC_0047_0002,30-Dec-2023 15:41:22,1.34627314814815,635.114177414653,429235.813143121,4013933.15770629
usa_NC_0047_0001,30-Dec-2023 15:41:22,1.34627314814815,639.270889226386,429249.660336754,4013885.07415659
usa_NC_0046_0151,30-Dec-2023 15:41:22,1.34627314814815,644.516211720038,429264.553333384,4013837.31253386
usa_NC_0046_0150,30-Dec-2023 15:41:22,1.34627314814815,649.283671006733,429278.98729554,4013789.40940788
usa_NC_0046_0149,30-Dec-2023 15:41:22,1.34627314814815,652.97228169983,429292.38498578,4013741.18647678
usa_NC_0046_0148,30-Dec-2023 15:41:22,1.34627314814815,657.032552237622,429306.13975754,4013693.07327111
usa_NC_0046_0147,30-Dec-2023 15:41:22,1.34627314814815,661.349609653799,429320.141242247,4013645.03588428
usa_NC_0046_0146,30-Dec-2023 15:41:22,1.34627314814815,667.209350317214,429335.624470832,4013597.45608565
usa_NC_0046_0145,30-Dec-2023 15:41:22,1.34627314814815,673.025834145249,429351.06611185,4013549.86365379
usa_NC_0046_0144,30-Dec-2023 15:41:22,1.34627314814815,680.142786200161,429367.756682464,4013502.65780185
usa_NC_0046_0143,30-Dec-2023 15:41:22,1.34627314814815,685.752898499943,429383.000006851,4013455.00464298
usa_NC_0046_0142,30-Dec-2023 15:41:22,1.34627314814815,691.478754584179,429398.360352618,4013407.3565416
usa_NC_0046_0141,30-Dec-2023 15:41:22,1.34627314814815,696.605198249273,429413.182153336,4013359.3445345
usa_NC_0046_0140,30-Dec-2023 15:41:22,1.34627314814815,701.34348372215,429427.63116861,4013311.21719412
usa_NC_0046_0139,30-Dec-2023 15:41:22,1.34627314814815,704.901382693268,429440.942225271,4013262.76074761
usa_NC_0046_0138,30-Dec-2023 15:41:22,1.34627314814815,708.780422213406,429454.56211735,4013214.3976525
usa_NC_0046_0137,30-Dec-2023 15:41:22,1.34627314814815,712.715323926363,429468.236196509,4013166.04846699
usa_NC_0046_0136,30-Dec-2023 15:41:22,1.34627314814815,716.89287691613,429482.143527658,4013117.77032564
usa_NC_0046_0135,30-Dec-2023 15:41:22,1.34627314814815,722.048448799585,429496.988873531,4013069.78914006
usa_NC_0046_0134,30-Dec-2023 15:41:22,1.34627314814815,727.747124735323,429512.354739485,4013021.97470493
usa_NC_0046_0133,30-Dec-2023 15:41:22,1.34627314814815,732.130895648666,429526.46049254,4012973.75597987
usa_NC_0046_0132,30-Dec-2023 15:41:22,1.34627314814815,735.984609197801,429540.058870178,4012925.37130482
usa_NC_0046_0131,30-Dec-2023 15:41:22,1.34627314814815,740.384789630353,429554.181215121,4012877.15329058
usa_NC_0046_0130,30-Dec-2023 15:41:22,1.34627314814815,744.465193565333,429567.997759211,4012828.83370002
usa_NC_0046_0129,30-Dec-2023 15:41:22,1.34627314814815,749.835206628858,429583.049256833,4012780.91521352
usa_NC_0046_0128,30-Dec-2023 15:41:22,1.34627314814815,755.640548774556,429598.51727373,4012733.13392745
usa_NC_0046_0127,30-Dec-2023 15:41:22,1.34627314814815,761.052634571242,429613.608756247,4012685.23005172
usa_NC_0046_0126,30-Dec-2023 15:41:22,1.34627314814815,765.859327713488,429628.121068597,4012637.13505456
usa_NC_0046_0125,30-Dec-2023 15:41:22,1.34627314814815,771.47390705367,429643.406128286,4012589.29583331
usa_NC_0046_0124,30-Dec-2023 15:41:22,1.34627314814815,777.963639742256,429659.527677705,4012541.73668226
usa_NC_0046_0123,30-Dec-2023 15:41:22,1.34627314814815,783.723032572828,429674.95054997,4012493.94682328
usa_NC_0046_0122,30-Dec-2023 15:41:22,1.34627314814815,789.763752223507,429690.641988655,4012446.24865508
usa_NC_0046_0121,30-Dec-2023 15:41:22,1.34627314814815,796.692459443871,429707.181362797,4012398.83877536
usa_NC_0046_0120,30-Dec-2023 15:41:22,1.34627314814815,803.380554981686,429723.490114342,4012351.35510169
usa_NC_0046_0119,30-Dec-2023 15:41:22,1.34627314814815,808.950267383384,429738.730244051,4012303.51175703
usa_NC_0046_0118,30-Dec-2023 15:41:22,1.34627314814815,814.099428336355,429753.568720802,4012255.53223016
usa_NC_0046_0117,30-Dec-2023 15:41:22,1.34627314814815,818.527851800529,429767.719349265,4012207.31680751
usa_NC_0046_0116,30-Dec-2023 15:41:22,1.34627314814815,824.021236985625,429782.88735394,4012159.44488216
usa_NC_0046_0115,30-Dec-2023 15:41:22,1.34627314814815,830.057273247912,429798.574236283,4012111.74561482
usa_NC_0046_0114,30-Dec-2023 15:41:22,1.34627314814815,836.305688987961,429814.464636314,4012064.11170688
usa_NC_0046_0113,30-Dec-2023 15:41:22,1.34627314814815,840.357989954433,429828.261974928,4012015.74480959
usa_NC_0046_0112,30-Dec-2023 15:41:22,1.34627314814815,844.535731823358,429842.180785219,4011967.41018623
usa_NC_0046_0111,30-Dec-2023 15:41:22,1.34627314814815,848.476084995302,429855.875213235,4011918.98698791
usa_NC_0046_0110,30-Dec-2023 15:41:22,1.34627314814815,853.864895782298,429870.951634879,4011871.03970286
usa_NC_0046_0109,30-Dec-2023 15:41:22,1.34627314814815,858.936089191437,429885.726792946,4011822.97915393
usa_NC_0046_0108,30-Dec-2023 15:41:22,1.34627314814815,864.892469307618,429901.346336479,4011775.21036529
usa_NC_0046_0107,30-Dec-2023 15:41:22,1.34627314814815,870.860906462128,429916.978371314,4011727.44059628
usa_NC_0046_0106,30-Dec-2023 15:41:22,1.34627314814815,877.202633385807,429932.966716106,4011679.7927319
usa_NC_0046_0105,30-Dec-2023 15:41:22,1.34627314814815,882.528087610849,429947.988815841,4011631.79396592
usa_NC_0046_0104,30-Dec-2023 15:41:22,1.34627314814815,888.431958725105,429963.562504069,4011583.98668473
usa_NC_0046_0103,30-Dec-2023 15:41:22,1.34627314814815,894.246473625924,429979.05224118,4011536.143514
usa_NC_0046_0102,30-Dec-2023 15:41:22,1.34627314814815,901.869797729734,429996.27700625,4011488.84852609
usa_NC_0046_0101,30-Dec-2023 15:41:22,1.34627314814815,909.478612999617,430013.502568437,4011441.47550605
usa_NC_0046_0100,30-Dec-2023 15:41:22,1.34627314814815,917.635048067762,430031.248804459,4011394.29151226
usa_NC_0046_0099,30-Dec-2023 15:41:22,1.34627314814815,925.089618433548,430048.328431336,4011346.86164774
usa_NC_0046_0098,30-Dec-2023 15:41:22,1.34627314814815,932.338176468364,430065.212967708,4011299.35674457
usa_NC_0046_0097,30-Dec-2023 15:41:22,1.34627314814815,939.655420902957,430082.163329404,4011251.87295476
usa_NC_0046_0096,30-Dec-2023 15:41:22,1.34627314814815,946.553291098065,430098.716438178,4011204.23697096
usa_NC_0046_0095,30-Dec-2023 15:41:22,1.34627314814815,954.733295931847,430116.48628063,4011157.05512555
usa_NC_0046_0094,30-Dec-2023 15:41:22,1.34627314814815,963.308125382447,430134.630355426,4011110.01539341
usa_NC_0046_0093,30-Dec-2023 15:41:22,1.34627314814815,973.374013596459,430154.18698723,4011063.51603076
usa_NC_0046_0092,30-Dec-2023 15:41:22,1.34627314814815,982.592980051979,430172.932704737,4011016.75268342
usa_NC_0046_0091,30-Dec-2023 15:41:22,1.34627314814815,990.927330131138,430190.794138987,4010969.90014981
usa_NC_0046_0090,30-Dec-2023 15:41:22,1.34627314814815,998.386592334227,430207.826819273,4010922.72916747
usa_NC_0046_0089,30-Dec-2023 15:41:22,1.34627314814815,1005.67529441107,430224.698164915,4010875.49514306
usa_NC_0046_0088,30-Dec-2023 15:41:22,1.34627314814815,1013.65638082071,430242.225215689,4010828.51317589
usa_NC_0046_0087,30-Dec-2023 15:41:22,1.34627314814815,1021.08167979827,430259.226185199,4010781.32756132
usa_NC_0046_0086,30-Dec-2023 15:41:22,1.34627314814815,1027.57842157081,430275.348468764,4010733.80050584
usa_NC_0046_0085,30-Dec-2023 15:41:22,1.34627314814815,1033.18739686033,430290.631014795,4010685.94526467
usa_NC_0046_0084,30-Dec-2023 15:41:22,1.34627314814815,1038.30632404365,430305.450495998,4010637.90650637
usa_NC_0046_0083,30-Dec-2023 15:41:22,1.34627314814815,1042.99382160514,430319.862554423,4010589.7049255
usa_NC_0046_0082,30-Dec-2023 15:41:22,1.34627314814815,1048.37629366907,430334.932903145,4010541.75568318
usa_NC_0046_0081,30-Dec-2023 15:41:22,1.34627314814815,1052.93802937701,430349.227650591,4010493.49936877
usa_NC_0046_0080,30-Dec-2023 15:41:22,1.34627314814815,1058.90530662898,430364.85253845,4010445.75944657
usa_NC_0046_0079,30-Dec-2023 15:41:22,1.34627314814815,1064.29714920796,430379.933839928,4010397.80321318
usa_NC_0046_0078,30-Dec-2023 15:41:22,1.34627314814815,1069.87378093628,430395.190539065,4010349.91226037
usa_NC_0046_0077,30-Dec-2023 15:41:22,1.34627314814815,1075.60668590297,430410.595657638,4010302.07607177
usa_NC_0046_0076,30-Dec-2023 15:41:22,1.34627314814815,1082.58858785032,430427.182282716,4010254.7011998
usa_NC_0046_0075,30-Dec-2023 15:41:22,1.34627314814815,1090.07613697451,430444.247461267,4010207.51194088
usa_NC_0046_0074,30-Dec-2023 15:41:22,1.34627314814815,1097.14644470626,430460.918911337,4010160.16373494
usa_NC_0046_0073,30-Dec-2023 15:41:22,1.34627314814815,1104.72019089531,430478.066674877,4010113.00108007
usa_NC_0046_0072,30-Dec-2023 15:41:22,1.34627314814815,1111.89842891409,430494.841326946,4010065.68721429
usa_NC_0046_0071,30-Dec-2023 15:41:22,1.34627314814815,1119.69894133234,430512.202064416,4010018.61601628
usa_NC_0046_0070,30-Dec-2023 15:41:22,1.34627314814815,1126.82907960877,430528.888614843,4009971.49757623
usa_NC_0046_0069,30-Dec-2023 15:41:22,1.34627314814815,1133.70895502378,430545.338577228,4009924.28594259
usa_NC_0046_0068,30-Dec-2023 15:41:22,1.34627314814815,1140.2549203538,430561.472902813,4009876.94982734
usa_NC_0046_0067,30-Dec-2023 15:41:22,1.34627314814815,1147.59124607794,430578.35368707,4009829.91160673
usa_NC_0046_0066,30-Dec-2023 15:41:22,1.34627314814815,1155.72754723638,430595.990100086,4009783.17445875
usa_NC_0046_0065,30-Dec-2023 15:41:22,1.34627314814815,1164.11308074618,430613.861882745,4009736.53134267
usa_NC_0046_0064,30-Dec-2023 15:41:22,1.34627314814815,1173.19612327596,430632.392610656,4009690.1502219
usa_NC_0046_0063,30-Dec-2023 15:41:22,1.34627314814815,1182.21161757929,430650.859475357,4009643.74397707
usa_NC_0046_0062,30-Dec-2023 15:41:22,1.34627314814815,1191.19223594069,430669.293346018,4009597.32486406
usa_NC_0046_0061,30-Dec-2023 15:41:22,1.34627314814815,1199.68238137707,430687.263702384,4009550.72231522
usa_NC_0046_0060,30-Dec-2023 15:41:22,1.34627314814815,1207.00222541216,430704.128071271,4009503.68213212
usa_NC_0046_0059,30-Dec-2023 15:41:22,1.34627314814815,1213.14042270117,430719.875605706,4009456.20069828
usa_NC_0046_0058,30-Dec-2023 15:41:22,1.34627314814815,1218.84585176679,430735.213907026,4009408.55867018
usa_NC_0046_0057,30-Dec-2023 15:41:22,1.34627314814815,1224.80953282394,430750.796001396,4009361.0145501
usa_NC_0046_0056,30-Dec-2023 15:41:22,1.34627314814815,1231.18296254296,430766.765099741,4009313.62479127
usa_NC_0046_0055,30-Dec-2023 15:41:22,1.34627314814815,1237.8193402022,430782.982496552,4009266.33435855
usa_NC_0046_0054,30-Dec-2023 15:41:22,1.34627314814815,1244.45922342961,430799.202993682,4009219.04630066
usa_NC_0046_0053,30-Dec-2023 15:41:22,1.34627314814815,1252.33700263841,430816.59337315,4009172.22107928
usa_NC_0046_0052,30-Dec-2023 15:41:22,1.34627314814815,1259.89375519031,430833.660739587,4009125.37403779
usa_NC_0046_0051,30-Dec-2023 15:41:22,1.34627314814815,1267.41952561937,430850.678475249,4009078.61725593
usa_NC_0046_0050,30-Dec-2023 15:41:22,1.34627314814815,1274.63870197704,430867.405616402,4009031.75007349
usa_NC_0046_0049,30-Dec-2023 15:41:22,1.34627314814815,1281.5787126563,430883.867959288,4008984.78337201
usa_NC_0046_0048,30-Dec-2023 15:41:22,1.34627314814815,1289.32299992298,430901.090274293,4008938.11795746
usa_NC_0046_0047,30-Dec-2023 15:41:22,1.34627314814815,1296.57872560102,430917.849754625,4008891.27546014
usa_NC_0046_0046,30-Dec-2023 15:41:22,1.34627314814815,1303.79607681726,430934.572171727,4008844.42260436
usa_NC_0046_0045,30-Dec-2023 15:41:22,1.34627314814815,1310.38062033148,430950.695255555,4008797.33962342
usa_NC_0046_0044,30-Dec-2023 15:41:22,1.34627314814815,1317.25379159513,430967.091235152,4008750.36392649
usa_NC_0046_0043,30-Dec-2023 15:41:22,1.34627314814815,1323.61278780708,430983.000171365,4008703.20158282
usa_NC_0046_0042,30-Dec-2023 15:41:22,1.34627314814815,1328.99339205031,430997.982219829,4008655.68469591
usa_NC_0046_0041,30-Dec-2023 15:41:22,1.34627314814815,1334.62905504516,431013.205124616,4008608.26411741
usa_NC_0046_0040,30-Dec-2023 15:41:22,1.34627314814815,1340.10078419594,431028.272107597,4008560.78722495
usa_NC_0046_0039,30-Dec-2023 15:41:22,1.34627314814815,1346.02954391982,431043.771406832,4008513.47922833
usa_NC_0046_0038,30-Dec-2023 15:41:22,1.34627314814815,1352.80240731228,431060.070036889,4008466.47880287
usa_NC_0046_0037,30-Dec-2023 15:41:22,1.34627314814815,1360.17265940594,431076.934575595,4008419.6950178
usa_NC_0046_0036,30-Dec-2023 15:41:22,1.34627314814815,1367.14166758988,431093.418699449,4008372.76729942
usa_NC_0046_0035,30-Dec-2023 15:41:22,1.34627314814815,1374.91438325074,431110.664595926,4008326.12895323
usa_NC_0046_0034,30-Dec-2023 15:41:22,1.34627314814815,1383.17895332256,431128.376947081,4008279.66637825
usa_NC_0046_0033,30-Dec-2023 15:41:22,1.34627314814815,1392.20696789585,431146.81356196,4008233.47540963
usa_NC_0046_0032,30-Dec-2023 15:41:22,1.34627314814815,1401.37792983732,431165.299792426,4008187.76565058
usa_NC_0046_0031,30-Dec-2023 15:41:22,1.34627314814815,1410.8051469584,431184.015496383,4008142.21526962
usa_NC_0046_0030,30-Dec-2023 15:41:22,1.34627314814815,1419.68724912034,431202.215240461,4008096.46505498
usa_NC_0046_0029,30-Dec-2023 15:41:22,1.34627314814815,1427.96286331951,431219.839949046,4008050.49743776
usa_NC_0046_0028,30-Dec-2023 15:41:22,1.34627314814815,1437.19834266046,431238.377871481,4008004.85824496
usa_NC_0046_0027,30-Dec-2023 15:41:22,1.34627314814815,1446.16681217479,431256.663412788,4007959.11942815
usa_NC_0046_0026,30-Dec-2023 15:41:22,1.34627314814815,1454.58226558752,431274.424030321,4007913.18531439
usa_NC_0046_0025,30-Dec-2023 15:41:22,1.34627314814815,1463.96500352747,431293.106395178,4007867.57478377
usa_NC_0046_0024,30-Dec-2023 15:41:22,1.34627314814815,1472.8934743295,431311.357764508,4007821.80285055
usa_NC_0046_0023,30-Dec-2023 15:41:22,1.34627314814815,1482.8880058355,431330.626389489,4007776.3806264
usa_NC_0046_0022,30-Dec-2023 15:41:22,1.34627314814815,1492.9970438365,431350.006475121,4007730.98497345
usa_NC_0046_0021,30-Dec-2023 15:41:22,1.34627314814815,1502.77462315197,431369.075458535,4007685.45465638
usa_NC_0046_0020,30-Dec-2023 15:41:22,1.34627314814815,1512.77163234716,431388.403260303,4007639.74893388
usa_NC_0046_0019,30-Dec-2023 15:41:22,1.34627314814815,1522.51167335523,431407.487244209,4007593.95197918
usa_NC_0046_0018,30-Dec-2023 15:41:22,1.34627314814815,1531.23296460597,431425.599793791,4007547.81745072
usa_NC_0046_0017,30-Dec-2023 15:41:22,1.34627314814815,1539.97382422281,431443.731727578,4007501.68577986
usa_NC_0046_0016,30-Dec-2023 15:41:22,1.34627314814815,1548.9058366428,431462.046995365,4007455.61214885
usa_NC_0046_0015,30-Dec-2023 15:41:22,1.34627314814815,1558.38015427605,431480.881383438,4007409.70819666
usa_NC_0046_0014,30-Dec-2023 15:41:22,1.34627314814815,1568.36187583948,431500.202018345,4007363.96032231
usa_NC_0046_0013,30-Dec-2023 15:41:22,1.34627314814815,1578.48745293597,431519.661681426,4007318.25083817
usa_NC_0046_0012,30-Dec-2023 15:41:22,1.34627314814815,1589.14304173382,431539.629915673,4007272.70108701
usa_NC_0046_0011,30-Dec-2023 15:41:22,1.34627314814815,1600.35223465817,431560.129782102,4007227.31606229
usa_NC_0046_0010,30-Dec-2023 15:41:22,1.34627314814815,1611.67918404707,431580.744560293,4007181.95692373
usa_NC_0046_0009,30-Dec-2023 15:41:22,1.34627314814815,1621.35168694792,431599.777373735,4007136.07137737
usa_NC_0046_0008,30-Dec-2023 15:41:22,1.34627314814815,1630.78033248923,431618.577863293,4007090.10398725
usa_NC_0046_0007,30-Dec-2023 15:41:22,1.34627314814815,1639.02572645453,431636.246539885,4007043.76211451
usa_NC_0046_0006,30-Dec-2023 15:41:22,1.34627314814815,1648.24347811434,431654.849838523,4006997.70528493
usa_NC_0046_0005,30-Dec-2023 15:41:22,1.34627314814815,1656.50416442162,431672.538797361,4006951.33995379
usa_NC_0046_0004,30-Dec-2023 15:41:22,1.34627314814815,1664.13045289511,431689.622008281,4006904.76848385
usa_NC_0046_0003,30-Dec-2023 15:41:22,1.34627314814815,1671.55462193813,431706.513607942,4006858.12443046
usa_NC_0046_0002,30-Dec-2023 15:41:22,1.34627314814815,1678.77477017263,431723.211591994,4006811.40812084
usa_NC_0046_0001,30-Dec-2023 15:41:22,1.34627314814815,1686.43466089156,431740.33376697,4006764.81314282
usa_NC_0045_0100,30-Dec-2023 15:41:22,1.34627314814815,1694.16655556672,431757.527400436,4006718.22801819
usa_NC_0045_0099,30-Dec-2023 15:41:22,1.34627314814815,1702.60732410462,431775.404319215,4006671.84108043
usa_NC_0045_0098,30-Dec-2023 15:41:22,1.34627314814815,1711.3763046094,431793.599390135,4006625.53695732
usa_NC_0045_0097,30-Dec-2023 15:41:22,1.34627314814815,1720.4909854332,431812.13399703,4006579.29788463
usa_NC_0045_0096,30-Dec-2023 15:41:22,1.34627314814815,1728.44524271166,431829.595786095,4006532.50559411
