id,date,x_s,UTM_E,UTM_N
usa_NC_0045_0066,01-Jan-1851,1905.13037944051,432295.033095122,4005104.96209456
usa_NC_0045_0065,01-Jan-1851,1903.20434429855,432303.073817912,4005054.8941615
usa_NC_0045_0064,01-Jan-1851,1911.17746217024,432320.613157211,4005007.81003205
usa_NC_0045_0063,01-Jan-1851,1905.77807808963,432325.326693798,4004956.66701148
usa_NC_0045_0062,01-Jan-1851,1913.53786537591,432342.662658614,4004909.51195218
usa_NC_0045_0061,01-Jan-1851,1917.00803193631,432355.885609766,4004861.04869301
usa_NC_0045_0060,01-Jan-1851,1923.65737945548,432372.156866184,4004813.55491589
usa_NC_0045_0059,01-Jan-1851,1923.75198765678,432382.146393556,4004764.04640248
usa_NC_0045_0058,01-Jan-1851,1931.28105856762,432399.261455978,4004716.81940451
usa_NC_0045_0057,01-Jan-1851,1933.37079116228,432411.165402565,4004667.91215692
usa_NC_0045_0056,01-Jan-1851,1933.84578936495,432421.524351803,4004618.49616591
usa_NC_0045_0055,01-Jan-1851,1935.93861891519,432433.434648394,4004569.57294524
usa_NC_0045_0054,01-Jan-1940,1972.27687786857,432478.132872156,4004531.33167005
usa_NC_0045_0053,01-Jan-1940,1976.36271809113,432491.947600091,4004483.04891125
usa_NC_0045_0052,01-Jan-1940,1983.99189110382,432509.154174434,4004435.87480533
usa_NC_0045_0051,01-Jan-1940,1990.35683003156,432525.150561692,4004388.30515145
usa_NC_0045_0050,01-Jan-1940,1994.18491714231,432538.720020329,4004339.93441828
usa_NC_0045_0049,01-Jan-1940,1999.0259235565,432553.259193429,4004291.88011109
usa_NC_0045_0048,01-Jan-1940,2004.80187586597,432568.69295195,4004244.12028134
usa_NC_0045_0047,01-Jan-1940,2012.5082586115,432585.968960029,4004196.99272812
usa_NC_0045_0046,01-Jan-1940,2019.15594941768,432602.198511054,4004149.69920565
usa_NC_0045_0045,01-Jan-1940,2031.20969549407,432623.596850602,4004104.12790084
usa_NC_0045_0044,01-Jan-1940,2033.69484565293,432635.84655585,4004055.50828546
usa_NC_0045_0043,01-Jan-1940,2039.94053572202,432651.69175276,4004008.08668089
usa_NC_0045_0042,01-Jan-1940,2045.34580049932,432666.733407509,4003960.39735217
usa_NC_0045_0041,01-Jan-1940,2048.71947921677,432679.832628143,4003912.06087954
usa_NC_0045_0040,01-Jan-1940,2059.65671671501,432700.163488908,4003866.13374993
usa_NC_0045_0039,01-Jan-1940,2062.58412976643,432712.836023383,4003817.65514299
usa_NC_0045_0038,01-Jan-1940,2069.56747060258,432729.386501227,4003770.46850839
usa_NC_0045_0037,01-Jan-1940,2068.46474237655,432738.205723896,4003720.70626007
usa_NC_0045_0036,01-Jan-1940,2078.49931488209,432757.673544525,4003674.49152802
usa_NC_0045_0035,01-Jan-1849,2100.21096651826,432788.30609161,4003631.99606798
usa_NC_0045_0034,01-Jan-1849,2103.62918143187,432801.447886585,4003583.67381938
usa_NC_0045_0033,01-Jan-1849,2112.14872448518,432819.467183618,4003536.97637826
usa_NC_0045_0032,01-Jan-1849,2129.8056085658,432846.225634327,4003493.1756151
usa_NC_0045_0031,01-Jan-1849,2133.03735259537,432859.196427317,4003444.75750592
usa_NC_0045_0030,01-Jan-1849,2146.92305888133,432882.352991189,4003399.73644739
usa_NC_0045_0029,01-Jan-1849,2154.35739316784,432899.341482268,4003352.65938951
usa_NC_0045_0028,01-Jan-1849,2152.87243647063,432907.803448369,4003302.73435682
usa_NC_0045_0027,01-Jan-1849,2156.44587748153,432921.101408793,4003254.42276459
usa_NC_0045_0026,01-Jan-1849,2163.28318307719,432937.519427076,4003207.15374427
usa_NC_0045_0025,01-Jan-1849,2165.59543554605,432949.612186753,4003158.43719294
usa_NC_0045_0024,01-Jan-1849,2175.47799867227,432968.94092845,4003112.14271311
usa_NC_0045_0023,01-Jan-1849,2188.82193886057,432991.577617931,4003066.95850085
usa_NC_0045_0022,01-Jan-1849,2198.47417523621,433010.685519705,4003020.59375809
usa_NC_0045_0021,01-Jul-1848,2206.62544592554,433028.358707267,4002973.74897067
usa_NC_0045_0020,01-Jul-1848,2213.63614836596,433044.941769582,4002926.5389059
usa_NC_0045_0019,01-Jan-1848,2220.63626511742,433061.514653388,4002879.32575616
usa_NC_0045_0018,01-Jan-1848,2224.2104870301,433074.813821377,4002831.01210601
usa_NC_0045_0017,01-Jan-1848,2226.77531879853,433087.148701395,4002782.37288406
usa_NC_0045_0016,01-Jan-1848,2234.25427241137,433104.179224231,4002735.31318975
usa_NC_0045_0015,01-Jan-1848,2243.1048417354,433122.52014633,4002688.69554574
usa_NC_0045_0014,01-Jan-1848,2250.60905907739,433139.574751173,4002641.64426466
usa_NC_0045_0013,01-Jan-1848,2256.38280581486,433154.976026324,4002594.03573812
usa_NC_0045_0012,01-Jan-1848,2264.11147003324,433172.244909695,4002547.05754884
usa_NC_0045_0011,01-Jan-1848,2273.91342596348,433191.494244038,4002500.7490897
usa_NC_0045_0010,01-Jan-1848,2282.06843692264,433209.170059798,4002453.91023755
usa_NC_0045_0009,01-Jan-1848,2285.89423825834,433222.710455956,4002405.67327886
usa_NC_0045_0008,01-Jan-1848,2295.77020010731,433242.029912427,4002359.39157742
usa_NC_0045_0007,01-Jan-1848,2305.0819313519,433260.81016418,4002312.92881512
usa_NC_0045_0006,01-Jan-1848,2309.45009963364,433274.868703606,4002264.86673966
usa_NC_0045_0005,01-Jan-1848,2310.61071113948,433285.865365409,4002215.75829276
usa_NC_0045_0004,01-Jan-1848,2314.33723858862,433299.326840939,4002167.40965714
usa_NC_0045_0003,01-Jan-1848,2321.0150800678,433315.606916166,4002120.01716086
usa_NC_0045_0002,01-Jan-1848,2328.27334200198,433332.441089265,4002072.81381632
usa_NC_0045_0001,01-Jan-1848,2335.14140540418,433348.902673606,4002025.48374173
usa_NC_0044_0140,01-Jan-1848,2345.70045254084,433368.886789282,4001979.36183209
usa_NC_0044_0139,01-Jan-1848,2356.96142743463,433389.53970011,4001933.47517537
usa_NC_0044_0138,01-Jan-1848,2373.17077200155,433414.912696348,4001889.22050364
usa_NC_0044_0137,01-Jan-1848,2389.27566449354,433440.183546005,4001844.94396043
usa_NC_0044_0136,01-Jan-1848,2395.02353351886,433455.635419261,4001796.95016012
usa_NC_0044_0135,01-Jan-1848,2397.53498540611,433467.875941161,4001748.51072747
usa_NC_0044_0134,01-Jan-1848,2394.93501427997,433475.305907622,4001698.05994418
usa_NC_0044_0133,01-Jan-1848,2400.4395006153,433490.497881291,4001650.12472162
usa_NC_0044_0132,01-Jan-1848,2406.30065486504,433506.031253536,4001602.30119934
usa_NC_0044_0131,01-Jan-1848,2413.44812118011,433522.790512292,4001554.90732996
usa_NC_0044_0130,01-Jan-1848,2418.80138882991,433537.841053451,4001506.90817294
usa_NC_0044_0129,01-Jan-1848,2424.68348436962,433553.395924904,4001459.08393046
usa_NC_0044_0128,01-Jan-1848,2429.0030072696,433567.464600305,4001410.72287841
usa_NC_0044_0127,01-Jan-1848,2433.22271778466,433581.440024931,4001362.3191147
usa_NC_0044_0126,01-Jan-1848,2438.27362536111,433596.207513212,4001314.19342338
usa_NC_0044_0125,01-Jan-1848,2444.27304423182,433611.877708814,4001266.39079289
usa_NC_0044_0124,01-Jan-1848,2454.86516413977,433631.912021157,4001220.18646092
usa_NC_0044_0123,01-Jan-1848,2457.54665020432,433644.430392722,4001171.22430155
usa_NC_0044_0122,01-Jan-1848,2466.06681151794,433662.492436506,4001124.31609489
usa_NC_0044_0121,01-Jan-1848,2471.66960672659,433677.78027041,4001076.40285238
usa_NC_0044_0120,01-Jan-1848,2475.96402411405,433691.827681696,4001028.02009273
usa_NC_0044_0119,01-Jan-1848,2481.35345974675,433706.918734518,4000980.00277659
usa_NC_0044_0118,01-Jan-1848,2488.36574419335,433723.550109887,4000932.5590087
usa_NC_0044_0117,01-Jan-1848,2496.86173284,433741.58841155,4000885.64625591
usa_NC_0044_0116,01-Jan-1848,2501.05958390048,433755.553472063,4000837.18280257
usa_NC_0044_0115,01-Jan-1848,2504.45851297388,433768.76400239,4000788.41815499
usa_NC_0044_0114,01-Jan-1848,2516.77252627002,433790.419603704,4000742.88764004
usa_NC_0044_0113,01-Jan-1848,2525.96772018512,433809.120000102,4000696.22977786
usa_NC_0044_0112,01-Jan-1848,2535.15772612361,433827.814669879,4000649.57409798
usa_NC_0044_0111,01-Jan-1848,2544.19053468467,433846.35981267,4000602.86448033
usa_NC_0044_0110,01-Jan-1848,2553.32896913658,433865.004130924,4000556.1975931
usa_NC_0044_0109,01-Jan-1848,2557.65594000042,433879.09879833,4000507.74447659
usa_NC_0044_0108,01-Jan-1848,2561.58729776074,433892.819229424,4000459.14524279
usa_NC_0044_0107,01-Jan-1848,2567.14108516887,433908.076547732,4000411.13460981
usa_NC_0044_0106,01-Jan-1848,2574.02624449194,433924.594413849,4000363.61012594
usa_NC_0044_0105,01-Jan-1848,2581.47121281268,433941.643094433,4000316.28612604
usa_NC_0044_0104,01-Jan-1848,2594.41395595045,433963.886136821,4000271.02443868
usa_NC_0044_0103,01-Jan-1848,2604.52815838493,433983.469981985,4000224.63545258
usa_NC_0044_0102,01-Jan-1848,2613.77928053733,434002.240201245,4000177.91358975
usa_NC_0044_0101,01-Jan-1848,2625.85983327558,434023.678686867,4000132.27818164
usa_NC_0044_0100,01-Jan-1848,2637.09714942741,434044.321389151,4000086.32187443
usa_NC_0044_0099,01-Jan-1848,2648.00057451119,434064.649048705,4000040.2382097
usa_NC_0044_0098,01-Jan-1848,2658.86262108977,434084.937461798,3999994.13978165
usa_NC_0044_0097,01-Jan-1848,2669.53095232832,434105.043304444,3999947.96641524
usa_NC_0044_0096,01-Jan-1848,2681.16494494255,434126.057483152,3999902.17546348
usa_NC_0044_0095,01-Jan-1848,2691.63079555626,434145.970888911,3999855.9318021
usa_NC_0044_0094,01-Jan-1848,2699.02008294763,434162.976606588,3999808.53864769
usa_NC_0044_0093,01-Jan-1848,2701.91815981054,434175.763517628,3999759.33794606
usa_NC_0044_0092,01-Jan-1848,2714.23606445452,434197.404563479,3999713.90013084
usa_NC_0044_0091,01-Jan-1848,2727.28486105989,434219.73096977,3999668.76248291
usa_NC_0044_0090,01-Jan-1848,2741.41258720434,434243.068841413,3999624.06919449
usa_NC_0044_0089,01-Jan-1848,2756.09849189379,434266.928449794,3999579.6134977
usa_NC_0044_0088,01-Jan-1848,2770.8251760176,434290.823834586,3999535.18687241
usa_NC_0044_0087,01-Jan-1848,2766.94750451168,434297.266337291,3999483.15722776
usa_NC_0044_0086,01-Jan-1848,2769.7828916063,434310.012102732,3999433.84250886
usa_NC_0044_0085,01-Jan-1848,2776.58671773706,434326.482380051,3999386.14110876
usa_NC_0044_0084,01-Jan-1848,2791.2731136499,434350.341440516,3999341.69066081
usa_NC_0044_0083,01-Jan-1848,2806.13826823312,434374.323541813,3999297.53673118
usa_NC_0044_0082,01-Jan-1848,2821.40337378489,434398.678769974,3999253.55660839
usa_NC_0044_0081,01-Jan-1848,2829.62330956988,434416.43309346,3999206.65620565
usa_NC_0044_0080,01-Jan-1848,2841.8867205281,434437.975519491,3999161.43382278
usa_NC_0044_0079,01-Jan-1848,2853.09698782046,434458.531212509,3999115.77490378
usa_NC_0044_0078,01-Jan-1848,2872.63865830142,434487.001977857,3999073.02372446
usa_NC_0044_0077,01-Jan-1848,2889.43954851949,434512.68085227,3999030.2571639
usa_NC_0044_0076,01-Jan-1848,2911.21422879977,434543.128443155,3998989.00894841
usa_NC_0044_0075,01-Jan-1848,2930.95023542709,434571.665466845,3998946.91794486
usa_NC_0044_0074,01-Jan-1848,2946.56091366849,434596.338704679,3998903.10994683
usa_NC_0044_0073,01-Jan-1848,2952.10463087381,434611.586556686,3998855.09529541
usa_NC_0044_0072,01-Jan-1848,2958.90693710665,434628.01352917,3998807.60285237
usa_NC_0044_0071,01-Jan-1848,2958.12349143325,434637.369204285,3998756.78539286
usa_NC_0044_0070,01-Jan-1848,2961.14892909066,434650.314533012,3998707.44187133
usa_NC_0044_0069,01-Jan-1848,2978.97958953386,434677.111358344,3998664.33590158
usa_NC_0044_0068,01-Jan-1848,2989.56135935221,434697.127245274,3998618.17095756
usa_NC_0044_0067,01-Jan-1848,3000.91623740928,434717.866216243,3998572.33284053
usa_NC_0044_0066,01-Jan-1848,3006.90023824479,434733.588207529,3998524.19232209
usa_NC_0044_0065,01-Jan-1848,3015.15579137226,434751.435186328,3998477.01000382
usa_NC_0044_0064,01-Jan-1848,3024.84591229902,434770.623493902,3998430.43621693
usa_NC_0044_0063,01-Jan-1848,3035.73177924002,434790.928777519,3998384.37492513
usa_NC_0044_0062,01-Jan-1848,3049.69858620934,434814.108117829,3998339.65376658
usa_NC_0044_0061,01-Jan-1848,3065.00020669716,434838.530225727,3998295.52529958
usa_NC_0044_0060,01-Jan-1848,3082.04318253319,434864.521090559,3998252.43285993
usa_NC_0044_0059,01-Jan-1848,3100.47245178916,434891.736793176,3998210.28555707
usa_NC_0044_0058,01-Jan-1848,3111.07062126716,434911.65109298,3998164.71268552
usa_NC_0044_0057,01-Jan-1848,3113.82060950855,434924.240275354,3998115.74575013
usa_NC_0044_0056,01-Jan-1848,3107.8398295966,434928.672564915,3998063.04315257
usa_NC_0044_0055,01-Jan-1848,3116.80519984009,434947.052346989,3998016.81690321
usa_NC_0044_0054,01-Jan-1848,3136.00466189164,434974.988630918,3997974.99407352
usa_NC_0044_0053,01-Jan-1848,3152.78588102035,435000.658792136,3997932.1707294
usa_NC_0044_0052,01-Jan-1848,3168.63785369885,435025.464458535,3997888.93140926
usa_NC_0044_0051,01-Jan-1848,3176.58452788641,435042.878221206,3997842.34076191
usa_NC_0044_0050,01-Jan-1848,3188.77206957642,435064.277703648,3997797.44653791
usa_NC_0044_0049,01-Jan-1848,3200.97340530383,435085.748047369,3997752.26809282
usa_NC_0044_0048,01-Jan-1848,3213.2924957229,435107.328570738,3997707.13920609
usa_NC_0044_0047,01-Jan-1848,3225.33822273187,435128.653262022,3997661.89554094
usa_NC_0044_0046,01-Jan-1848,3230.01503516595,435143.067042995,3997613.6308103
usa_NC_0044_0045,01-Jan-1848,3244.77786059599,435166.909121292,3997569.65539086
usa_NC_0044_0044,01-Jan-1848,3258.17129234282,435189.469768584,3997525.10429282
usa_NC_0044_0043,01-Jan-1848,3268.44102635922,435209.107435,3997479.23969069
usa_NC_0044_0042,01-Jan-1848,3274.86892642936,435225.150225517,3997431.75912769
usa_NC_0044_0041,01-Jan-1848,3283.66779118364,435243.411773675,3997385.27483618
usa_NC_0044_0040,01-Jan-1848,3294.51712600826,435263.592114258,3997339.65237136
usa_NC_0044_0039,01-Jan-1848,3300.01639576932,435278.766421639,3997291.77893572
usa_NC_0044_0038,01-Jan-1848,3306.77995715008,435295.123919334,3997244.43644356
usa_NC_0044_0037,01-Jan-1848,3314.83423854201,435312.689294256,3997197.6362246
usa_NC_0044_0036,01-Jan-1848,3322.60801326371,435329.992344166,3997150.71726599
usa_NC_0044_0035,01-Jan-1848,3334.74023675888,435351.114000864,3997106.93108003
usa_NC_0044_0034,01-Jan-1848,3347.95912941689,435373.722894834,3997061.24781079
usa_NC_0044_0033,01-Jan-1848,3355.75414763314,435391.140048231,3997013.86624779
usa_NC_0044_0032,01-Jan-1848,3378.11954716783,435421.982588146,3996973.65618228
usa_NC_0044_0031,01-Jan-1848,3393.669743142,435446.541602439,3996930.11114187
usa_NC_0044_0030,01-Jan-1848,3409.46706721467,435471.331642927,3996886.67113093
usa_NC_0044_0029,01-Jan-1848,3413.96310773266,435485.547956722,3996838.47206502
usa_NC_0044_0028,01-Jan-1848,3426.32888023096,435507.127185957,3996793.58788767
usa_NC_0044_0027,01-Jan-1848,3436.87214226886,435527.001184193,3996747.93649062
usa_NC_0044_0026,01-Jan-1848,3450.61717309906,435549.870582884,3996703.63460374
usa_NC_0044_0025,01-Jan-1848,3466.41802930915,435574.674470054,3996660.14332442
usa_NC_0044_0024,01-Jan-1848,3477.44295221803,435595.043803684,3996614.47114791
usa_NC_0044_0023,01-Jan-1848,3486.21286926124,435613.303498193,3996567.84840366
usa_NC_0044_0022,01-Jan-1848,3489.68891214931,435626.610670752,3996518.99365781
usa_NC_0044_0021,01-Jan-1848,3507.5421917164,435653.338360681,3996476.34909982
usa_NC_0044_0020,01-Jan-1848,3523.79992101755,435678.555458662,3996433.12152345
usa_NC_0044_0019,01-Jan-1848,3537.57189049422,435701.44788027,3996388.84189751
usa_NC_0044_0018,01-Jan-1848,3558.76075773126,435731.287196565,3996347.64813078
usa_NC_0044_0017,01-Jan-1848,3574.7260358975,435756.238503562,3996304.2582035
usa_NC_0044_0016,01-Jan-1848,3584.52110755318,435775.410731837,3996258.30047937
usa_NC_0044_0015,01-Jan-1848,3588.95956742557,435789.561591789,3996210.13511715
usa_NC_0044_0014,01-Jan-1848,3592.40102090547,435802.77407886,3996161.57769246
usa_NC_0044_0013,01-Jan-1848,3594.64997516744,435814.864091099,3996112.55186007
usa_NC_0044_0012,01-Jan-1848,3615.82202293337,435844.699793216,3996071.2903451
usa_NC_0044_0011,01-Jan-1848,3631.82640474001,435869.691761213,3996027.89649291
usa_NC_0044_0010,01-Jan-1848,3648.29630724809,435895.17146938,3995984.43750233
usa_NC_0044_0009,01-Jan-1848,3666.13319051305,435921.996572618,3995941.22177635
usa_NC_0044_0008,01-Jan-1848,3680.32763820795,435945.401928483,3995896.53127233
usa_NC_0044_0007,01-Jan-1848,3682.93763285027,435957.950299727,3995847.05414058
usa_NC_0044_0006,01-Jan-1848,3691.34427088793,435975.935288195,3995799.95220322
usa_NC_0044_0005,01-Jan-1848,3703.46095047569,435997.396204487,3995754.38891012
usa_NC_0044_0004,01-Jan-1848,3715.90644342389,436019.164370632,3995708.9660599
usa_NC_0044_0003,01-Jan-1848,3732.87491628611,436045.162363744,3995665.45773602
usa_NC_0044_0002,01-Jan-1848,3747.95257887357,436069.388084313,3995621.16913838
usa_NC_0044_0001,01-Jan-1848,3761.10058424464,436091.808099781,3995576.06932806
usa_NC_0043_0130,01-Jan-1848,3772.93657582934,436112.986113493,3995530.48934776
usa_NC_0043_0129,01-Jan-1848,3785.1808357702,436134.495401607,3995485.33506587
usa_NC_0043_0128,01-Jan-1848,3798.02753169077,436156.567451149,3995440.43893205
usa_NC_0043_0127,01-Jan-1848,3811.10389582792,436178.853999586,3995395.64143333
usa_NC_0043_0126,01-Jan-1848,3817.25840440303,436194.674641526,3995347.87738372
usa_NC_0043_0125,01-Jan-1848,3828.17247494802,436214.941379984,3995302.15291799
usa_NC_0043_0124,01-Jan-1848,3840.53888730884,436236.564762314,3995257.05104747
usa_NC_0043_0123,01-Jan-1848,3852.90782553011,436258.190481545,3995211.95037246
usa_NC_0043_0122,01-Jan-1848,3864.955664586,436279.516251037,3995166.71208999
usa_NC_0043_0121,01-Jan-1848,3875.92690645019,436299.836402811,3995121.01208693
usa_NC_0043_0120,01-Jan-1848,3882.41272380179,436315.966979781,3995073.38777746
usa_NC_0043_0119,01-Jan-1848,3898.18233032595,436340.769043183,3995029.74614818
usa_NC_0043_0118,01-Jan-1848,3911.81691384532,436363.576844284,3994985.18887197
usa_NC_0043_0117,01-Jan-1848,3925.42138246636,436386.356463149,3994940.61894459
usa_NC_0043_0116,01-Jan-1848,3939.3528721059,436409.441460027,3994896.18968061
usa_NC_0043_0115,01-Jan-1848,3943.65456466084,436423.53236854,3994847.62637201
usa_NC_0043_0114,01-Jan-1848,3943.63832064938,436433.590654213,3994797.20805334
usa_NC_0043_0113,01-Jan-1848,3946.01189284382,436445.881226493,3994747.8145073
usa_NC_0043_0112,01-Jan-1848,3957.03422909105,436466.249456788,3994702.13465175
usa_NC_0043_0111,01-Jan-1848,3964.76935752616,436483.547693828,3994655.04255462
usa_NC_0043_0110,01-Jan-1848,3977.34711759385,436505.368622519,3994610.03066081
usa_NC_0043_0109,01-Jan-1848,3988.41849255415,436525.782717661,3994564.37154009
usa_NC_0043_0108,01-Jan-1848,3999.1296473424,436545.860414714,3994518.55756653
usa_NC_0043_0107,01-Jan-1848,4012.26256495611,436568.199760725,3994473.78445884
usa_NC_0043_0106,01-Jan-1848,4026.90591921747,436591.971478071,3994429.55145368
usa_NC_0043_0105,01-Jan-1848,4036.61113400716,436611.15271069,3994383.09010115
usa_NC_0043_0104,01-Jan-1848,4047.95383997559,436631.863126915,3994337.33276481
usa_NC_0043_0103,01-Jan-1848,4058.8576735719,436652.164270671,3994291.3838798
usa_NC_0043_0102,01-Jan-1848,4070.38191183743,436673.044514644,3994245.70307723
usa_NC_0043_0101,01-Jan-1848,4087.86746657325,436699.4838628,3994202.62487602
usa_NC_0043_0100,01-Jan-1848,4103.01789020495,436723.743418038,3994158.5382791
usa_NC_0043_0099,01-Jan-1848,4118.04623828034,436747.887512687,3994114.4065009
usa_NC_0043_0098,01-Jan-1848,4124.65407567192,436764.183978893,3994066.57472559
usa_NC_0043_0097,01-Jan-1848,4133.51987519077,436782.586324151,3994019.72742152
usa_NC_0043_0096,01-Jan-1848,4148.95295527966,436807.106061464,3993975.78125932
usa_NC_0043_0095,01-Jan-1848,4160.34459623244,436827.861262872,3993930.0495315
usa_NC_0043_0094,01-Jan-1848,4169.34412197753,436846.390089365,3993883.25171423
usa_NC_0043_0093,01-Jan-1848,4178.56638830704,436865.127532541,3993836.54661501
usa_NC_0043_0092,01-Jan-1848,4190.30869763422,436886.210597638,3993790.96370361
usa_NC_0043_0091,01-Jan-1848,4204.93110201464,436909.972275771,3993746.67402472
usa_NC_0043_0090,01-Jan-1848,4216.37407346297,436930.776298458,3993700.95993232
usa_NC_0043_0089,01-Jan-1848,4230.67292060122,436954.235142389,3993656.53453657
usa_NC_0043_0088,01-Jan-1848,4245.7555945285,436978.421124919,3993612.47037734
usa_NC_0043_0087,01-Jan-1848,4259.31999621482,437001.194891264,3993567.72526423
usa_NC_0043_0086,01-Jan-1848,4270.23780051381,437021.509580428,3993521.77988975
usa_NC_0043_0085,01-Jan-1848,4283.02319012059,437043.558831101,3993476.68498497
usa_NC_0043_0084,01-Jan-1848,4296.21497553268,437065.984818782,3993431.77871052
usa_NC_0043_0083,01-Jan-1848,4309.52972007706,437088.524193852,3993386.93250156
usa_NC_0043_0082,01-Jan-1848,4322.77647478803,437110.999699758,3993342.0589447
usa_NC_0043_0081,01-Jan-1848,4338.18435364194,437135.478682101,3993298.18812592
usa_NC_0043_0080,01-Jan-1848,4353.9293176567,437160.267960717,3993254.48471816
usa_NC_0043_0079,01-Jan-1848,4371.16511336742,437186.438752775,3993211.47587471
usa_NC_0043_0078,01-Jan-1848,4388.56716822132,437212.762323006,3993168.55094386
usa_NC_0043_0077,01-Jan-1848,4406.16414321156,437239.2651067,3993125.72389943
usa_NC_0043_0076,01-Jan-1848,4423.86534373842,437265.862944163,3993082.95306547
usa_NC_0043_0075,01-Jan-1848,4438.73565819699,437289.837423573,3993038.86361104
usa_NC_0043_0074,01-Jan-1848,4451.65699944202,437312.007129344,3992993.85970707
usa_NC_0043_0073,01-Jan-1848,4462.58054021987,437332.328248386,3992947.91143009
usa_NC_0043_0072,01-Jan-1848,4473.56632275197,437352.708631213,3992901.98421385
usa_NC_0043_0071,01-Jan-1848,4481.92406068085,437370.659194211,3992854.80500208
usa_NC_0043_0070,01-Jan-1848,4488.24754541921,437386.731048406,3992806.64612994
usa_NC_0043_0069,01-Jan-1848,4500.65424607107,437408.432030116,3992761.36152669
usa_NC_0043_0068,01-Jan-1848,4516.50425485744,437433.317254576,3992717.71404593
usa_NC_0043_0067,01-Jan-1848,4533.14803850634,437458.935451918,3992674.44937284
usa_NC_0043_0066,01-Jan-1848,4548.24361029211,437483.12204204,3992630.44799474
usa_NC_0043_0065,01-Jan-1848,4560.63581302342,437504.81103042,3992585.14942324
usa_NC_0043_0064,01-Jan-1848,4571.14688757158,437524.763717432,3992538.93997547
usa_NC_0043_0063,01-Jan-1848,4584.49268158537,437547.330386701,3992494.11563116
usa_NC_0043_0062,01-Jan-1848,4595.63218940092,437567.858798952,3992448.23212789
usa_NC_0043_0061,01-Jan-1848,4607.17474201481,437588.760493367,3992402.53744306
usa_NC_0043_0060,01-Jan-1848,4621.40186586219,437612.140462152,3992358.14074195
usa_NC_0043_0059,01-Jan-1848,4634.48314600249,437634.46343533,3992313.18604809
usa_NC_0043_0058,01-Jan-1848,4651.1777687308,437660.119641272,3992269.99061326
usa_NC_0043_0057,01-Jan-1848,4668.19755678507,437686.074794938,3992226.95855123
usa_NC_0043_0056,01-Jan-1848,4682.40499868751,437709.413876803,3992182.66602051
usa_NC_0043_0055,01-Jan-1848,4702.07726374343,437737.771380298,3992141.14811022
usa_NC_0043_0054,01-Jan-1848,4716.99653180519,437761.746391661,3992097.30581903
usa_NC_0043_0053,01-Jan-1848,4739.62047856213,437792.826550433,3992057.22606615
usa_NC_0043_0052,01-Jan-1848,4762.58364994606,437824.2202219,3992017.30854646
usa_NC_0043_0051,01-Jan-1848,4782.15901902774,437852.490153741,3991975.7343874
usa_NC_0043_0050,01-Jan-1848,4799.1998714356,437878.422919871,3991932.92185886
usa_NC_0043_0049,01-Jan-1848,4807.22143761236,437896.037019253,3991885.71084866
usa_NC_0043_0048,01-Jan-1848,4804.74677163237,437903.96903882,3991833.3870748
usa_NC_0043_0047,01-Jan-1848,4812.1249390992,437920.988184807,3991785.86997171
usa_NC_0043_0046,01-Jan-1848,4830.46956837244,437948.122949293,3991743.69576958
usa_NC_0043_0045,01-Jan-1848,4839.21425375276,437966.40202388,3991696.84727522
usa_NC_0043_0044,01-Jan-1848,4851.92469329788,437988.339235864,3991651.93056063
usa_NC_0043_0043,01-Jan-1848,4861.00171302808,438006.924161313,3991605.24747892
usa_NC_0043_0042,01-Jan-1848,4878.78676709733,438033.542940627,3991562.7997746
usa_NC_0043_0041,01-Jan-1848,4894.55128007793,438058.297705482,3991519.36885099
usa_NC_0043_0040,01-Jan-1848,4911.15944623212,438083.831029968,3991476.34714634
usa_NC_0043_0039,01-Jan-1848,4919.04694438099,438101.31752857,3991429.09050763
usa_NC_0043_0038,01-Jan-1848,4930.28608612021,438121.89638056,3991383.46304769
usa_NC_0043_0037,01-Jan-1848,4944.04180114392,438144.797386731,3991339.0575099
usa_NC_0043_0036,01-Jan-1848,4961.85689040666,438171.444670466,3991296.62043766
usa_NC_0043_0035,01-Jan-1848,4975.87612382796,438194.589020104,3991252.34193386
usa_NC_0043_0034,01-Jan-1848,4988.42665972644,438216.377836977,3991207.35180625
usa_NC_0043_0033,01-Jan-1848,5001.79019486786,438238.916939091,3991162.75595673
usa_NC_0043_0032,01-Jan-1848,5012.30148932147,438258.823271617,3991116.77960638
usa_NC_0043_0031,01-Jan-1848,5025.59016648895,438281.293066682,3991072.14857191
usa_NC_0043_0030,01-Jan-1848,5044.03846952563,438308.525756712,3991030.01339294
usa_NC_0043_0029,01-Jan-1848,5060.51172690507,438333.935531351,3990986.92149682
usa_NC_0043_0028,01-Jan-1848,5076.02773840494,438358.461787233,3990943.36593783
usa_NC_0043_0027,01-Jan-1848,5084.73292231848,438376.700142766,3990896.51962866
usa_NC_0043_0026,01-Jan-1848,5103.08481766407,438403.84470016,3990854.33350016
usa_NC_0043_0025,01-Jan-1848,5112.41557829033,438422.660209396,3990807.79140905
usa_NC_0043_0024,01-Jan-1848,5123.75443275879,438443.329541653,3990762.22001684
usa_NC_0043_0023,01-Jan-1848,5137.41698646011,438466.144377036,3990717.77027892
usa_NC_0043_0022,01-Jan-1848,5147.1356887694,438485.317266375,3990671.41951025
usa_NC_0043_0021,01-Jan-1848,5160.35561062527,438507.723134021,3990626.75751293
usa_NC_0043_0020,01-Jan-1848,5166.71311618248,438523.791333762,3990578.79054777
