id,date,x_s,UTM_E,UTM_N
usa_NC_0048_0113,01-Jan-1857,149.661637861143,425702.4496337,4029138.01517935
usa_NC_0048_0112,01-Jan-1857,96.0741336312813,425659.808677256,4029077.93290229
usa_NC_0048_0111,01-Jan-1857,152.63487652884,425725.30150739,4029038.82921704
usa_NC_0048_0110,01-Jan-1857,149.059916861985,425731.580561046,4028989.16236437
usa_NC_0048_0109,01-Jan-1857,145.599087484561,425737.972001802,4028939.51552671
usa_NC_0048_0108,01-Jan-1857,142.443321883427,425744.663856574,4028889.92213957
usa_NC_0048_0107,01-Jan-1857,139.141580510593,425751.787542786,4028837.42274714
usa_NC_0048_0106,01-Jan-1857,136.7116184798,425758.618550659,4028790.83698531
usa_NC_0048_0105,01-Jan-1857,136.631279594711,425768.33899508,4028741.78225462
usa_NC_0048_0104,01-Jan-1857,136.565528956018,425778.073807597,4028692.73006893
usa_NC_0048_0103,01-Jan-1857,135.90561518347,425787.223503127,4028643.57382962
usa_NC_0048_0102,01-Jan-1857,134.214948502058,425795.358139535,4028594.23707556
usa_NC_0048_0101,01-Jan-1857,132.442017686706,425803.411762035,4028544.88592612
usa_NC_0048_0100,01-Jan-1857,132.566360094841,425813.335057688,4028495.86060381
usa_NC_0048_0099,01-Jan-1857,133.245806827279,425823.810001162,4028446.9074982
usa_NC_0048_0098,01-Jan-1857,77.7654396326675,425778.983931844,4028388.10047916
usa_NC_0048_0097,01-Jan-1857,132.744832626688,425842.928158734,4028348.67646709
usa_NC_0048_0096,01-Jan-1857,131.218575046963,425850.737016263,4028301.80906263
usa_NC_0048_0095,01-Jan-1857,129.541460542054,425859.385277702,4028249.9710979
usa_NC_0048_0094,01-Jan-1852,134.052174585028,425873.631997632,4028201.69475184
usa_NC_0048_0093,01-Jan-1852,127.606641887939,425877.091472406,4028151.48870625
usa_NC_0048_0092,01-Jan-1852,121.660421352018,425881.042879304,4028101.36899241
usa_NC_0048_0091,01-Jan-1852,116.990296947958,425886.250885851,4028051.47309637
usa_NC_0048_0090,01-Jan-1852,113.110768150497,425892.237420991,4028001.71580548
usa_NC_0048_0089,01-Jan-1852,113.471862625034,425902.398625263,4027952.70811834
usa_NC_0048_0088,01-Jan-1852,113.754723819251,425912.482718936,4027903.68707289
usa_NC_0048_0087,01-Jan-1852,114.013610914068,425922.543117665,4027854.66225859
usa_NC_0048_0086,01-Jan-1852,114.379467809402,425932.708709838,4027805.65691685
usa_NC_0048_0085,01-Jan-1852,112.810251392893,425940.96958711,4027756.30820447
usa_NC_0048_0084,01-Jan-1852,115.052713314674,425952.982115333,4027707.63699865
usa_NC_0048_0083,01-Jan-1852,114.465190800137,425962.209164609,4027658.4630872
usa_NC_0048_0082,01-Jan-1852,113.546751659083,425971.110524197,4027609.23027907
usa_NC_0048_0081,01-Jan-1852,110.973931467381,425978.383761704,4027559.70238563
usa_NC_0048_0080,01-Jan-1852,108.320498792122,425985.577789601,4027510.15949633
usa_NC_0048_0079,01-Jan-1852,105.639277494209,425992.744603146,4027460.6109839
usa_NC_0048_0078,01-Jan-1852,103.014388884808,425999.966979135,4027411.07189931
usa_NC_0048_0077,01-Jan-1852,100.318718209847,426007.119831212,4027361.51951566
usa_NC_0048_0076,01-Jan-1852,98.4029295530236,426015.04019664,4027312.1061868
usa_NC_0048_0075,01-Jan-1852,96.5348669895525,426023.007599924,4027262.70102389
usa_NC_0048_0074,01-Jan-1852,94.6442732811852,426030.952910764,4027213.29143646
usa_NC_0048_0073,01-Jan-1852,91.9735114881,426038.130716542,4027163.74129286
usa_NC_0048_0072,01-Jan-1852,91.5815511481978,426047.550618658,4027114.60028781
usa_NC_0048_0071,01-Jan-1852,93.2979890126703,426059.044741485,4027065.83891335
usa_NC_0048_0070,01-Jan-1852,85.6896855425803,426061.365319292,4027015.39835599
usa_NC_0048_0069,01-Jan-1852,87.4044509246282,426072.857780344,4026966.63676248
usa_NC_0048_0068,01-Jan-1852,89.3916615200683,426084.61808413,4026917.92515576
usa_NC_0048_0067,01-Jan-1852,83.4622540290961,426088.590885722,4026867.78417703
usa_NC_0048_0066,01-Jan-1852,78.4668457152943,426093.482749351,4026817.8103542
usa_NC_0048_0065,01-Jan-1852,79.977950573706,426104.774706491,4026769.01281474
usa_NC_0048_0064,01-Jan-1852,81.5701894506319,426116.146315334,4026720.2307203
usa_NC_0048_0063,01-Jan-1852,81.1608914060989,426125.5491895,4026671.08644982
usa_NC_0048_0062,01-Jan-1852,80.2056831799923,426134.415139628,4026621.84319989
