id,date_init,x_init,UTM_E_init,UTM_N_init,date_now,x_now,UTM_E_now,UTM_N_now,dx
usa_NC_0033_0153,01-Jan-1917,7493.12372063427,455759.757372056,3916195.96581747,08-Dec-2019,7390.91712930077,455650.947710636,3916218.89827442,-102.2065913335
usa_NC_0033_0154,01-Jan-1917,7512.29314555679,455769.529428518,3916244.89028157,08-Dec-2019,7409.67871769277,455660.30735238,3916267.80530032,-102.614427864019
usa_NC_0033_0155,01-Jan-1917,7531.4826581497,455779.323044533,3916293.80936719,08-Dec-2019,7428.09225477614,455669.296942989,3916316.78798723,-103.39040337356
usa_NC_0033_0156,01-Jan-1917,7550.99700731171,455789.48089655,3916342.56342092,08-Dec-2019,7445.97049347377,455677.753055546,3916365.70860496,-105.02651383794
usa_NC_0033_0157,01-Jan-1917,7570.87373128741,455800.035870891,3916391.17943654,08-Dec-2019,7465.01811492435,455687.47665711,3916414.2539548,-105.85561636306
usa_NC_0033_0158,01-Jan-1917,7590.68750074286,455810.523772659,3916439.80983205,08-Dec-2019,7480.49800197391,455693.408840474,3916463.56572941,-110.18949876895
usa_NC_0033_0159,01-Jan-1917,7610.50904794957,455821.019836165,3916488.43907544,08-Dec-2019,7500.68548378387,455704.34619557,3916511.85406189,-109.8235641657
usa_NC_0033_0160,01-Jan-1917,7629.79904094153,455830.951294249,3916537.1811303,08-Dec-2019,7506.85690469851,455700.399348381,3916563.10022423,-122.942136243019
usa_NC_0033_0161,01-Jan-1917,7648.86792592113,455840.64842106,3916585.96748404,08-Dec-2019,7522.95457308161,455707.001182656,3916612.21354407,-125.91335283952
usa_NC_0033_0162,01-Jan-1917,7667.85809127898,455850.262599485,3916634.767212,08-Dec-2019,7544.79830776771,455719.702585822,3916660.12628991,-123.05978351127
usa_NC_0033_0163,01-Jan-1917,7687.00757597178,455860.046371242,3916683.53128725,08-Dec-2019,7565.32523609951,455731.005389762,3916708.31808008,-121.68233987227
usa_NC_0033_0164,01-Jan-1917,7708.5614599643,455872.384287855,3916731.78385818,08-Dec-2019,7582.59610426727,455738.866390873,3916757.11725877,-125.965355697031
usa_NC_0033_0165,01-Jan-1917,7727.17806728277,455881.640955771,3916780.46632047,08-Dec-2019,7602.24092650833,455749.312916475,3916805.09252635,-124.93714077444
usa_NC_0033_0166,01-Jan-1917,7742.86005076337,455887.793336191,3916829.70750713,08-Dec-2019,7620.07142468175,455757.838941518,3916853.41964126,-122.78862608162
usa_NC_0033_0167,01-Jan-1917,7755.83241494645,455891.086390715,3916879.42980631,08-Dec-2019,7636.13105550241,455764.494759718,3916902.06868795,-119.70135944404
usa_NC_0033_0168,01-Jan-1917,7768.78350546428,455894.367286503,3916929.10438628,08-Dec-2019,7652.17984620854,455771.144296836,3916950.69384708,-116.60365925574
usa_NC_0033_0169,01-Jan-1917,7786.19556152647,455902.358784334,3916977.97103599,08-Dec-2019,7668.22482186343,455777.781675888,3916999.36038033,-117.970739663039
usa_NC_0033_0170,01-Jan-1917,7806.25788639606,455913.140243158,3917026.40081721,08-Dec-2019,7686.36984883803,455786.6230148,3917047.71468426,-119.88803755803
usa_NC_0033_0171,01-Jan-1917,7835.40007077871,455933.494715764,3917073.2609829,08-Dec-2019,7701.71016270353,455792.506523858,3917096.55775828,-133.68990807518
usa_NC_0033_0172,01-Jan-1917,7857.7707437088,455946.697498241,3917121.35376765,08-Dec-2019,7719.80173278448,455801.293481686,3917144.91139847,-137.96901092432
usa_NC_0033_0173,01-Jan-1917,7878.72888070739,455958.406880755,3917169.71147748,08-Dec-2019,7734.87823675386,455806.905072274,3917193.76895089,-143.85064395353
usa_NC_0033_0174,01-Jan-1917,7898.41851678981,455968.777442393,3917218.29559598,08-Dec-2019,7751.11529194791,455813.742409429,3917242.41506019,-147.3032248419
usa_NC_0033_0175,01-Jan-1917,7918.15670900193,455979.197121204,3917266.88171069,08-Dec-2019,7766.26686234891,455819.440691243,3917291.22186447,-151.88984665302
usa_NC_0033_0176,01-Jan-1917,7937.74437895044,455989.456567802,3917315.50152574,08-Dec-2019,7783.61175178034,455827.448508499,3917339.66407364,-154.1326271701
usa_NC_0033_0177,01-Jan-1917,7957.39091427274,455999.776045245,3917364.12133217,08-Dec-2019,7803.6500359136,455838.286559347,3917387.68795993,-153.74087835914
usa_NC_0033_0178,01-Jan-1917,7974.74150428699,456007.683573212,3917413.09451826,08-Dec-2019,7818.47156342861,455843.645892466,3917436.50667953,-156.269940858379
usa_NC_0033_0179,01-Jan-1852,7783.44695291312,455796.720437594,3917492.59780462,08-Dec-2019,7832.63613603509,455848.320649609,3917485.39862967,49.18918312197
usa_NC_0033_0180,01-Jan-1852,7803.92281372823,455808.050899473,3917540.39057084,08-Dec-2019,7844.94282593656,455851.053209135,3917534.52871416,41.0200122083306
usa_NC_0033_0181,01-Jan-1852,7831.3147749725,455826.616805126,3917587.2694656,08-Dec-2019,7857.1455888737,455853.678103342,3917583.66722479,25.8308139011997
usa_NC_0033_0182,01-Jan-1852,7857.75227160153,455844.163276176,3917634.37906483,08-Dec-2019,7870.25526412792,455857.253270913,3917632.6784656,12.5029925263898
usa_NC_0033_0183,01-Jan-1852,7883.09900194237,455860.555601278,3917681.69792498,08-Dec-2019,7881.67668495133,455859.067494842,3917681.88644352,-1.42231699104013
usa_NC_0033_0184,01-Jan-1852,7906.53070266831,455874.932582167,3917729.32933409,08-Dec-2019,7893.71622551491,455861.534276057,3917730.98323655,-12.8144771534007
usa_NC_0033_0185,01-Jan-1852,7927.44733870933,455886.688171648,3917777.24401481,08-Dec-2019,7907.77586771082,455866.135377874,3917779.70829322,-19.6714709985099
usa_NC_0033_0186,01-Jan-1852,7945.68930265791,455895.681448463,3917825.33266395,08-Dec-2019,7921.13815135662,455870.052409603,3917828.29785654,-24.5511513012898
usa_NC_0033_0187,01-Jan-1852,7962.92634605476,455903.621381536,3917873.56421938,08-Dec-2019,7936.15094644816,455875.694432949,3917876.67798602,-26.7753996066003
usa_NC_0033_0188,01-Jan-1852,7978.85817489524,455910.197740625,3917921.95869624,08-Dec-2019,7951.28436589453,455881.462687302,3917925.04199164,-27.5738090007098
usa_NC_0033_0189,01-Jan-1852,7993.86032423427,455915.806732128,3917970.44980085,08-Dec-2019,7965.00892078998,455885.765997055,3917973.54725727,-28.8514034442896
usa_NC_0033_0190,01-Jan-1852,8007.83473849266,455920.354539383,3918019.00661899,08-Dec-2019,7981.14667273987,455892.590048402,3918021.75307863,-26.68806575279
usa_NC_0033_0191,01-Jan-1852,8020.79095727391,455923.840246948,3918067.68241539,08-Dec-2019,7996.36802699911,455898.45390998,3918070.08738844,-24.4229302747999
usa_NC_0033_0192,01-Jan-1852,8031.83772288403,455925.340947793,3918116.5473989,08-Dec-2019,8011.41217492002,455904.127743772,3918118.46832971,-20.4255479640096
usa_NC_0033_0193,01-Jan-1852,8043.2792095799,455927.251537335,3918165.37552962,08-Dec-2019,8028.49355340804,455911.908692827,3918166.70109455,-14.7856561718609
usa_NC_0033_0194,01-Jan-1852,8055.06988718865,455929.492845852,3918214.33064789,08-Dec-2019,8046.70833493129,455920.822521347,3918215.04861236,-8.36155225736002
usa_NC_0033_0195,01-Jan-1852,8068.95256774308,455933.902043778,3918263.11297353,08-Dec-2019,8064.43080999232,455929.216722957,3918263.48414573,-4.52175775076012
usa_NC_0033_0196,01-Jan-1852,8086.56923662997,455942.174542565,3918311.61759178,08-Dec-2019,8081.65772255,455937.089068201,3918312.00223512,-4.9115140799704
usa_NC_0033_0197,01-Jan-1852,8106.9675211493,455953.316537716,3918359.95762017,08-Dec-2019,8098.96635858844,455945.03799978,3918360.55411798,-8.00116256086039
usa_NC_0033_0198,01-Jan-1852,8126.68970469279,455963.746807673,3918408.40903566,08-Dec-2019,8115.11046472321,455951.774840925,3918409.22879916,-11.5792399695802
usa_NC_0033_0199,01-Jan-1852,8143.65363569885,455971.31569569,3918457.10366246,08-Dec-2019,8127.52368322834,455954.650751038,3918458.18515205,-16.12995247051
usa_NC_0033_0200,01-Jan-1852,8159.657512021,455977.861374916,3918506.01935334,08-Dec-2019,8136.65109519337,455954.106713999,3918507.48771458,-23.0064168276303
usa_NC_0033_0201,01-Jan-1852,8175.09339792467,455983.778145439,3918555.18370815,08-Dec-2019,8147.33349878931,455955.128813661,3918556.88834556,-27.7598991353598
usa_NC_0033_0202,01-Jan-1852,8190.99082864173,455990.167747505,3918604.33724272,08-Dec-2019,8154.60056032303,455952.629081424,3918606.48399581,-36.3902683187007
usa_NC_0033_0203,01-Jan-1852,8205.5847087469,455995.209571154,3918653.58314344,08-Dec-2019,8162.10339641002,455950.3770261,3918656.04340847,-43.4813123368795
usa_NC_0033_0204,01-Jan-1852,8219.00562941717,455999.040093381,3918702.90487545,08-Dec-2019,8168.13443357828,455946.61248016,3918705.66084568,-50.8711958388903
usa_NC_0033_0205,01-Jan-1852,8229.69743174495,456000.057989412,3918752.3745076,08-Dec-2019,8176.27568854309,455945.027447633,3918755.14027539,-53.4217432018595
usa_NC_0033_0206,01-Jan-1852,8244.09470736819,456004.859199642,3918801.82119448,08-Dec-2019,8185.12284599821,455944.131041918,3918804.77599727,-58.9718613699788
usa_NC_0033_0207,01-Jan-1852,8264.37501318087,456015.694714919,3918851.09288098,08-Dec-2019,8198.20660650278,455947.571533671,3918854.32895524,-66.1684066780908
usa_NC_0033_0208,01-Jan-1852,8276.31941473175,456017.946157816,3918900.78178371,08-Dec-2019,8212.84941922027,455952.616296862,3918903.80986359,-63.4699955114793
usa_NC_0033_0209,01-Jan-1852,8289.08762267663,456021.045446547,3918950.4318871,08-Dec-2019,8228.1235248451,455958.309494979,3918953.26744363,-60.964097831531
usa_NC_0033_0210,01-Jan-1852,8300.46176939618,456022.712946319,3919000.1328732,08-Dec-2019,8242.10218960499,455962.67116029,3919002.77747723,-58.3595797911912
usa_NC_0033_0211,01-Jan-1852,8308.65314346683,456021.112405854,3919049.94568369,08-Dec-2019,8259.50458985113,455970.558891537,3919052.11413709,-49.1485536156997
usa_NC_0033_0212,01-Jan-1852,8319.35450076609,456022.093773909,3919099.64687744,08-Dec-2019,8279.90802684267,455981.529099227,3919101.3401488,-39.4464739234209
usa_NC_0033_0213,01-Jan-1852,8325.35270984714,456018.239370264,3919149.54646434,08-Dec-2019,8296.78004218441,455988.863560617,3919150.73886008,-28.572667662731
usa_NC_0033_0214,01-Jan-1852,8334.16660679838,456017.271911484,3919199.3680237,08-Dec-2019,8309.37846207141,455991.791916228,3919200.37789586,-24.7881447269701
usa_NC_0033_0215,01-Jan-1852,8351.26651424823,456024.763893242,3919249.14144789,08-Dec-2019,8322.78650236159,455995.487226599,3919250.31054597,-28.4800118866387
usa_NC_0033_0216,01-Jan-1852,8370.46905759105,456034.41834911,3919298.82344283,08-Dec-2019,8332.46605105306,455995.349954162,3919300.3952304,-38.0030065379906
usa_NC_0033_0217,01-Jan-1852,8382.07410029949,456036.262993974,3919348.81626212,08-Dec-2019,8336.68759917789,455989.601304349,3919350.7074843,-45.3865011215985
usa_NC_0033_0218,01-Jan-1852,8394.11064301267,456038.552952055,3919398.78264524,08-Dec-2019,8339.10611670822,455981.999991589,3919401.08973485,-55.0045263044485
usa_NC_0033_0219,01-Jan-1852,8404.54100494628,456039.19455506,3919448.80117737,08-Dec-2019,8345.16614766701,455978.145823089,3919451.3036411,-59.3748572792701
usa_NC_0033_0220,01-Jan-1852,8415.04720198085,456039.914176664,3919498.81628517,08-Dec-2019,8350.81657337666,455973.870171455,3919501.53646457,-64.2306286041894
usa_NC_0033_0221,01-Jan-1852,8426.49601330033,456041.603113798,3919548.79102719,08-Dec-2019,8358.57608575812,455971.762892258,3919551.68126167,-67.9199275422088
usa_NC_0033_0222,01-Jan-1852,8433.32328955992,456038.539790185,3919598.96273943,08-Dec-2019,8367.54417582266,455970.898236548,3919601.77525105,-65.7791137372587
usa_NC_0033_0223,01-Jan-1852,8450.94888575389,456046.58071373,3919648.67180553,08-Dec-2019,8377.98321577347,455971.546161026,3919651.80643477,-72.96566998042
usa_NC_0033_0224,01-Jan-1852,8461.22545561355,456047.064565136,3919698.69493724,08-Dec-2019,8388.651880406,455972.430275611,3919701.82748047,-72.5735752075507
usa_NC_0033_0225,01-Jan-1852,8479.48706944974,456055.758326054,3919748.38275531,08-Dec-2019,8398.85361460528,455972.832020683,3919751.87959351,-80.6334548444611
usa_NC_0033_0226,01-Jan-1852,8490.97063510194,456057.478068451,3919798.38069835,08-Dec-2019,8409.66102639147,455973.853076695,3919801.92340265,-81.3096087104695
usa_NC_0033_0227,01-Jan-1852,8502.52486052769,456059.270367913,3919848.37613734,08-Dec-2019,8418.88779594366,455973.248242248,3919852.03727052,-83.6370645840307
usa_NC_0033_0228,01-Jan-1852,8514.63374890052,456061.633055551,3919898.34775678,08-Dec-2019,8430.51501494647,455975.112104722,3919902.04709018,-84.1187339540502
usa_NC_0033_0229,01-Jan-1852,8524.88257076055,456062.082414808,3919948.40189349,08-Dec-2019,8444.84733422734,455979.758320966,3919951.93793266,-80.035236533211
usa_NC_0033_0230,01-Jan-1852,8532.72005073339,456060.051154651,3919998.56415557,08-Dec-2019,8468.13160400043,455993.612973732,3920001.43088127,-64.5884467329597
usa_NC_0033_0231,01-Jan-1852,8543.42314796291,456060.967280032,3920048.60072745,08-Dec-2019,8496.99939563496,456013.212119808,3920050.67067239,-46.4237523279498
usa_NC_0033_0232,01-Jan-1852,8554.51566223452,456062.283825449,3920098.62076308,08-Dec-2019,8524.31253855793,456031.213263796,3920099.97361139,-30.2031236765906
usa_NC_0033_0233,01-Jan-1852,8567.5943926394,456065.643560477,3920148.55218773,08-Dec-2019,8545.45297443067,456042.865336908,3920149.54844625,-22.1414182087301
usa_NC_0033_0234,01-Jan-1852,8578.78693660045,456067.062794716,3920198.56881247,08-Dec-2019,8559.36557456017,456047.082068316,3920199.44663509,-19.4213620402807
usa_NC_0033_0235,01-Jan-1852,8589.96684444966,456068.45597155,3920248.65135222,08-Dec-2019,8570.45074866063,456048.375779691,3920249.54348164,-19.5160957890294
usa_NC_0033_0236,01-Jan-1852,8600.53329804453,456069.188713877,3920298.90830683,08-Dec-2019,8578.20779928341,456046.212570657,3920299.95560943,-22.3254987611199
usa_NC_0033_0237,01-Jan-1852,8616.4994986583,456075.478701107,3920348.91130526,08-Dec-2019,8581.46818829806,456039.418062537,3920350.59663783,-35.0313103602402
usa_NC_0033_0238,01-Jan-1852,8625.35351128123,456074.447243437,3920399.25786163,08-Dec-2019,8587.22788673223,456035.192232563,3920401.13778751,-38.1256245490003
usa_NC_0033_0239,01-Jan-1852,8635.98158321191,456075.240836603,3920449.52475327,08-Dec-2019,8593.21174247083,456031.193778716,3920451.68500592,-42.769840741079
usa_NC_0033_0240,01-Jan-1852,8644.9767330838,456074.351218651,3920499.88175759,08-Dec-2019,8599.40758356713,456027.410324091,3920502.23811452,-45.5691495166702
usa_NC_0033_0241,01-Jan-1852,8656.51043658508,456076.075259346,3920550.11405924,08-Dec-2019,8605.81741580063,456023.844083208,3920552.79626714,-50.6930207844507
usa_NC_0033_0242,01-Jan-1852,8668.8291198849,456078.607584916,3920600.30739529,08-Dec-2019,8613.01529583407,456021.08682206,3920603.32763377,-55.8138240508306
usa_NC_0033_0243,01-Jan-1852,8682.88675153711,456082.931988071,3920650.40689505,08-Dec-2019,8623.69888146338,456021.919768389,3920653.680891,-59.1878700737288
usa_NC_0033_0244,01-Jan-1852,8690.19252551933,456080.295101378,3920700.88647901,08-Dec-2019,8634.99266812701,456023.380544856,3920704.00629564,-55.1998573923192
usa_NC_0033_0245,01-Jan-1852,8700.46969854522,456080.720010753,3920751.20765681,08-Dec-2019,8645.77030171361,456024.308301668,3920754.36504151,-54.6993968316092
usa_NC_0033_0246,01-Jan-1852,8716.94948307975,456087.542001321,3920801.16928883,08-Dec-2019,8658.49182460007,456027.240311417,3920804.61402318,-58.4576584796796
usa_NC_0033_0247,01-Jan-1852,8729.72872814522,456090.57738949,3920851.19550034,08-Dec-2019,8672.73043523325,456031.774987741,3920854.58482897,-56.9982929119706
usa_NC_0033_0248,01-Jan-1852,8742.31744418056,456093.423517331,3920901.19651287,08-Dec-2019,8685.90501477192,456035.221319556,3920904.57203863,-56.4124294086396
usa_NC_0033_0249,01-Jan-1852,8750.35768626853,456091.576507807,3920951.47147352,08-Dec-2019,8697.24011146242,456036.769741275,3920954.66965147,-53.1175748061087
usa_NC_0033_0250,01-Jan-1852,8767.87774019791,456099.533645228,3921001.06122198,08-Dec-2019,8716.79019463095,456046.822900052,3921004.12999095,-51.0875455669593
usa_NC_0033_0251,01-Jan-1852,8774.02674563176,456095.795108632,3921051.15052715,08-Dec-2019,8741.21854680197,456061.950659631,3921053.09044257,-32.808198829789
usa_NC_0033_0252,01-Jan-1852,8793.59732864455,456105.901990272,3921100.44663437,08-Dec-2019,8756.42539737668,456067.562958412,3921102.60964985,-37.1719312678688
usa_NC_0033_0253,01-Jan-1852,8804.34345165974,456106.906401787,3921150.2609633,08-Dec-2019,8763.58038668688,456064.871132954,3921152.59466725,-40.7630649728617
usa_NC_0033_0254,01-Jan-1852,8807.52347938848,456100.110710907,3921200.49780225,08-Dec-2019,8771.49647628709,456062.966072202,3921202.52654951,-36.0270031013897
usa_NC_0033_0255,01-Jan-1852,8828.03491176157,456111.184379999,3921249.75718817,08-Dec-2019,8781.82834942789,456063.553051942,3921252.31581818,-46.2065623336803
usa_NC_0033_0256,01-Jan-1852,8837.46526876769,456110.834419525,3921299.63454099,08-Dec-2019,8792.02322564843,456063.999700408,3921302.10821948,-45.4420431192593
usa_NC_0033_0257,01-Jan-1852,8847.34154788783,456110.945163816,3921349.48203305,08-Dec-2019,8802.47058971295,456064.707436297,3921351.88256505,-44.8709581748808
usa_NC_0033_0258,01-Jan-1852,8857.34186221067,456111.184733174,3921399.31782623,08-Dec-2019,8811.39438474789,456063.846298251,3921401.73289954,-45.9474774627797
usa_NC_0033_0259,01-Jan-1852,8865.44195112359,456109.467895824,3921449.24677348,08-Dec-2019,8822.10189566921,456064.823927668,3921451.48420667,-43.3400554543805
usa_NC_0033_0260,01-Jan-1852,8885.56242796812,456120.132536253,3921498.55792506,08-Dec-2019,8830.57502069912,456063.50108526,3921501.34517432,-54.987407269
usa_NC_0034_0001,01-Jan-1852,8894.43348565458,456119.210722052,3921548.44277075,08-Dec-2019,8834.68061672157,456057.682501641,3921551.41566379,-59.7528689330102
usa_NC_0034_0002,01-Jan-1852,8899.3621297332,456114.231502121,3921598.51303868,08-Dec-2019,8841.73035564367,456054.898168757,3921601.32649773,-57.6317740895302
usa_NC_0034_0003,01-Jan-1852,8919.85746934483,456125.278553101,3921647.82350525,08-Dec-2019,8851.92604636568,456055.354168296,3921651.07625941,-67.9314229791507
usa_NC_0034_0004,01-Jan-1852,8932.57435056224,456128.317458933,3921697.51385112,08-Dec-2019,8863.46299394653,456057.191429109,3921700.75852082,-69.1113566157092
usa_NC_0034_0005,01-Jan-1852,8949.21408987564,456135.392815683,3921747.02384264,08-Dec-2019,8876.39804708241,456060.467695675,3921750.37442344,-72.8160427932307
usa_NC_0034_0006,01-Jan-1852,8965.84348778813,456142.456040568,3921796.5417712,08-Dec-2019,8888.8356367127,456063.232065544,3921800.01333877,-77.0078510754302
usa_NC_0034_0007,01-Jan-1852,8978.19088392864,456145.113346927,3921846.25618715,08-Dec-2019,8904.27426040313,456069.083343905,3921849.5194126,-73.9166235255107
usa_NC_0034_0008,01-Jan-1852,8989.69680272307,456146.903753891,3921896.01457326,08-Dec-2019,8919.35918112706,456074.567693758,3921899.05667851,-70.3376215960106
usa_NC_0034_0009,01-Jan-1852,9000.9279506438,456148.408762239,3921945.79896021,08-Dec-2019,8928.63330645368,456074.07200657,3921948.86600383,-72.2946441901204
usa_NC_0034_0010,01-Jan-1852,9016.22794902972,456154.097351447,3921995.41174369,08-Dec-2019,8939.25428391735,456074.962105117,3921998.61374123,-76.9736651123712
usa_NC_0034_0011,01-Jan-1852,9033.55002400445,456161.863591212,3922044.94646771,08-Dec-2019,8954.71461224208,456080.827317021,3922048.16085185,-78.8354117623694
usa_NC_0034_0012,01-Jan-1852,9050.93637153319,456169.694139331,3922094.48737135,08-Dec-2019,8976.7527150836,456093.45171312,3922097.45089047,-74.1836564495898
usa_NC_0034_0013,01-Jan-1852,9059.02576414125,456167.83927814,3922145.05245494,08-Dec-2019,8995.53076851158,456102.67258974,3922147.13637506,-63.4949956296696
usa_NC_0034_0014,01-Jan-1852,9068.82199306714,456167.930352624,3922194.58986124,08-Dec-2019,9003.50901036877,456100.86931176,3922196.87608043,-65.3129826983695
usa_NC_0034_0015,01-Jan-1852,9087.08155533936,456176.722268025,3922243.77600783,08-Dec-2019,9012.07728784177,456099.673521654,3922246.58682314,-75.0042674975903
usa_NC_0034_0016,01-Jan-1852,9105.40587500225,456185.510062645,3922293.31325328,08-Dec-2019,9020.56011791978,456098.365530458,3922296.42299763,-84.8457570824703
usa_NC_0034_0017,01-Jan-1852,9119.53836826483,456189.990645876,3922343.01321145,08-Dec-2019,9030.10266779935,456098.146526728,3922346.2175488,-89.4357004654794
usa_NC_0034_0018,01-Jan-1852,9131.33465872487,456192.033517926,3922392.99002408,08-Dec-2019,9046.47520420672,456104.886886444,3922396.04037184,-84.8594545181513
usa_NC_0034_0019,01-Jan-1852,9150.53632267349,456201.66923053,3922442.76132949,08-Dec-2019,9077.75131949819,456126.916122398,3922445.40950332,-72.7850031753005
usa_NC_0034_0020,01-Jan-1852,9160.05495571151,456201.360708018,3922492.88181108,08-Dec-2019,9094.67177447176,456134.203847066,3922495.289305,-65.3831812397493
usa_NC_0034_0021,01-Jan-1852,9176.66227228309,456208.333567503,3922542.73927398,08-Dec-2019,9098.83296718066,456128.386141894,3922545.63912543,-77.8293051024302
usa_NC_0034_0022,01-Jan-1852,9196.15713363369,456218.273828671,3922592.48278132,08-Dec-2019,9109.19163406969,456128.933957991,3922595.76112037,-86.9654995639994
usa_NC_0034_0023,01-Jan-1852,9209.9774821879,456222.385678918,3922642.43504644,08-Dec-2019,9123.02075005139,456133.047202113,3922645.75115291,-86.9567321365103
usa_NC_0034_0024,01-Jan-1852,9219.67169723934,456222.258550377,3922692.54381397,08-Dec-2019,9136.71129385583,456137.018597224,3922695.74387436,-82.9604033835112
usa_NC_0034_0025,01-Jan-1852,9240.34128455005,456233.409142977,3922742.22535932,08-Dec-2019,9140.17649004895,456130.483292224,3922746.13294767,-100.164794501099
usa_NC_0034_0026,01-Jan-1852,9256.03615238324,456239.449185226,3922792.094481,08-Dec-2019,9152.67267434838,456133.227424373,3922796.17216678,-103.36347803486
usa_NC_0034_0027,01-Jan-1852,9272.93726926837,456246.729799576,3922841.91117713,08-Dec-2019,9171.23715860098,456142.20849287,3922845.96783148,-101.700110667391
usa_NC_0034_0028,01-Jan-1852,9279.57588273109,456243.463399134,3922892.13635729,08-Dec-2019,9185.17745198339,456146.438050616,3922895.94315974,-94.3984307476985
usa_NC_0034_0029,01-Jan-1852,9298.40616503884,456252.728279795,3922941.8681693,08-Dec-2019,9194.58819767992,456146.012168245,3922946.10037155,-103.81796735892
usa_NC_0034_0030,01-Jan-1852,9319.59041454237,456264.414459609,3922991.49591596,08-Dec-2019,9208.10441668474,456149.80648506,3922996.08962576,-111.48599785763
usa_NC_0034_0031,01-Jan-1852,9330.34720249337,456265.382086503,3923041.54875533,08-Dec-2019,9221.78825375906,456153.773606541,3923046.06950754,-108.558948734311
usa_NC_0034_0032,01-Jan-1852,9339.81110478941,456265.020391617,3923091.65602349,08-Dec-2019,9232.81813107678,456155.012493944,3923096.1585172,-106.992973712631
usa_NC_0034_0033,01-Jan-1852,9354.16647551667,456269.688200969,3923141.55644462,08-Dec-2019,9246.01847692267,456158.483241656,3923146.15503399,-108.147998593999
usa_NC_0034_0034,01-Jan-1852,9373.58200455634,456279.560273377,3923191.23633675,08-Dec-2019,9260.2957627381,456163.061887464,3923196.10317143,-113.286241818239
usa_NC_0034_0035,01-Jan-1852,9383.04882422144,456279.202192987,3923241.34040486,08-Dec-2019,9275.11740195248,456168.200984553,3923246.02460447,-107.931422268959
usa_NC_0034_0036,01-Jan-1852,9392.557096231,456278.886516533,3923291.44381193,08-Dec-2019,9288.91089045023,456172.283306817,3923295.9875635,-103.646205780769
usa_NC_0034_0037,01-Jan-1852,9403.10797799111,456279.625282542,3923341.59115391,08-Dec-2019,9305.12126983551,456178.821429234,3923345.99492029,-97.9867081556004
usa_NC_0034_0038,01-Jan-1852,9410.17176255611,456276.771331977,3923391.92205999,08-Dec-2019,9317.74821195674,456181.667179107,3923396.19290381,-92.4235505993711
usa_NC_0034_0039,01-Jan-1852,9419.55282494854,456276.300562552,3923442.15242034,08-Dec-2019,9329.19528478022,456183.299451993,3923446.44234282,-90.3575401683192
usa_NC_0034_0040,01-Jan-1852,9429.21671547079,456276.12024839,3923492.37259317,08-Dec-2019,9339.95383944124,456184.223201626,3923496.72377647,-89.2628760295502
usa_NC_0034_0041,01-Jan-1852,9439.03559491498,456276.098961725,3923542.58788923,08-Dec-2019,9355.42564726286,456190.000454839,3923546.76964866,-83.6099476521194
usa_NC_0034_0042,01-Jan-1852,9447.90230926148,456275.096429558,3923592.85451238,08-Dec-2019,9365.86941942998,456190.601100867,3923597.06158136,-82.0328898315001
usa_NC_0034_0043,01-Jan-1852,9461.51799721493,456278.985228961,3923642.87856113,08-Dec-2019,9377.66858570379,456192.597555521,3923647.28536015,-83.8494115111407
usa_NC_0034_0044,01-Jan-1852,9473.4424290082,456281.131125674,3923692.99374459,08-Dec-2019,9393.97972018899,456199.242757774,3923697.27103377,-79.4627088192101
usa_NC_0034_0045,01-Jan-1852,9487.47960622752,456285.453866827,3923742.99717634,08-Dec-2019,9410.85100398604,456206.466635506,3923747.21941369,-76.6286022414806
usa_NC_0034_0046,01-Jan-1852,9503.80466731915,456292.135640596,3923792.87090419,08-Dec-2019,9423.22936220068,456209.059726126,3923797.41319821,-80.5753051184693
usa_NC_0034_0047,01-Jan-1852,9522.3811885417,456301.140630654,3923842.60828483,08-Dec-2019,9432.92423076904,456208.884651018,3923847.76524338,-89.4569577726597
usa_NC_0034_0048,01-Jan-1852,9535.3299150671,456304.342762004,3923892.6649673,08-Dec-2019,9447.54653808772,456213.790366096,3923897.83735508,-87.7833769793797
usa_NC_0034_0049,01-Jan-1852,9550.2243503547,456309.552063453,3923942.60657229,08-Dec-2019,9461.69480242197,456218.207393428,3923947.93585537,-88.5295479327306
usa_NC_0034_0050,01-Jan-1852,9563.53953541972,456313.13207669,3923992.64234351,08-Dec-2019,9474.16771495397,456220.895557885,3923998.13639472,-89.3718204657507
usa_NC_0034_0051,01-Jan-1852,9578.22645740343,456318.127924761,3924042.5931446,08-Dec-2019,9494.97486013118,456232.186558898,3924047.81728411,-83.2515972722504
usa_NC_0034_0052,01-Jan-1852,9584.82222397392,456314.769612274,3924093.05962608,08-Dec-2019,9510.97351746805,456238.516077157,3924097.78809117,-73.8487065058707
usa_NC_0034_0053,01-Jan-1852,9593.74662275021,456313.812700429,3924143.39232952,08-Dec-2019,9525.81620553265,456243.652822286,3924147.82871306,-67.9304172175598
usa_NC_0034_0054,01-Jan-1852,9601.75610294517,456311.908141586,3924193.79830105,08-Dec-2019,9538.87087112858,456246.942950958,3924197.98566379,-62.88523181659
usa_NC_0034_0055,01-Jan-1852,9611.27936988254,456311.538492891,3924244.24832912,08-Dec-2019,9554.02786539694,456252.369105301,3924248.1819753,-57.2515044856009
usa_NC_0034_0056,01-Jan-1852,9626.77793922385,456317.259877002,3924294.71036346,08-Dec-2019,9565.16198498507,456253.520633902,3924299.2401415,-61.6159542387795
